"app","powerkW","star","Configuration1"
"aircon",5.33,0,"Ducted"
"aircon",5.33,0,"Ducted"
"aircon",6.345,0,"Ducted"
"aircon",6.345,0,"Ducted"
"aircon",6.345,0,"Ducted"
"aircon",7.45,0,"Ducted"
"aircon",7.45,0,"Ducted"
"aircon",7.45,0,"Ducted"
"aircon",9.555,0,"Ducted"
"aircon",9.555,0,"Ducted"
"aircon",9.555,0,"Ducted"
"aircon",10.9,0,"Ducted"
"aircon",10.9,0,"Ducted"
"aircon",10.9,0,"Ducted"
"aircon",12.45,0,"Ducted"
"aircon",12.45,0,"Ducted"
"aircon",12.45,0,"Ducted"
"aircon",15.83,0,"Ducted"
"aircon",15.83,0,"Ducted"
"aircon",15.83,0,"Ducted"
"aircon",14.35,0,"Ducted"
"aircon",14.35,0,"Ducted"
"aircon",14.35,0,"Ducted"
"aircon",18.15,0,"Ducted"
"aircon",18.15,0,"Ducted"
"aircon",18.15,0,"Ducted"
"aircon",3.55,0,"Ducted"
"aircon",3.975,0,"Ducted"
"aircon",3.975,0,"Ducted"
"aircon",0.68,3,"Non Ducted"
"aircon",2.335,1,"Non Ducted"
"aircon",0.97,2,"Non Ducted"
"aircon",3.77,0,"Non Ducted"
"aircon",4.2,0,"Non Ducted"
"aircon",3.755,0,"Non Ducted"
"aircon",4.2,0,"Non Ducted"
"aircon",0.61,3,"Non Ducted"
"aircon",0.85,3,"Non Ducted"
"aircon",1.32,2,"Non Ducted"
"aircon",5.51,0,"Ducted"
"aircon",5.51,0,"Ducted"
"aircon",5.51,0,"Ducted"
"aircon",2.4,2,"Non Ducted"
"aircon",2.81,2,"Non Ducted"
"aircon",4.275,1,"Non Ducted"
"aircon",1.55,2,"Non Ducted"
"aircon",4.91,0,"Ducted"
"aircon",4.175,0,"Ducted"
"aircon",2.96,2,"Non Ducted"
"aircon",4.695,0,"Ducted"
"aircon",0.84,2,"Non Ducted"
"aircon",2.075,1,"Non Ducted"
"aircon",2.375,1,"Non Ducted"
"aircon",3.5445,0,"Ducted"
"aircon",3.5445,0,"Ducted"
"aircon",4.3615,0,"Ducted"
"aircon",4.3615,0,"Ducted"
"aircon",4.9545,0,"Ducted"
"aircon",4.9545,0,"Ducted"
"aircon",3.4905,0,"Ducted"
"aircon",4.3905,0,"Ducted"
"aircon",4.3905,0,"Ducted"
"aircon",5.527,0,"Ducted"
"aircon",5.527,0,"Ducted"
"aircon",5.527,0,"Ducted"
"aircon",2.275,1,"Non Ducted"
"aircon",0.744,2,"Non Ducted"
"aircon",1.065,0,"Ducted"
"aircon",1.215,0,"Ducted"
"aircon",1.64,0,"Ducted"
"aircon",2.115,0,"Ducted"
"aircon",2.595,0,"Ducted"
"aircon",3.275,0,"Ducted"
"aircon",3.87,0,"Ducted"
"aircon",4.175,0,"Ducted"
"aircon",5,0,"Ducted"
"aircon",0.53,3,"Non Ducted"
"aircon",0.62,3,"Non Ducted"
"aircon",0.705,2,"Non Ducted"
"aircon",0.895,3,"Non Ducted"
"aircon",1.995,0,"Ducted"
"aircon",1.995,0,"Ducted"
"aircon",2.385,0,"Ducted"
"aircon",2.385,0,"Ducted"
"aircon",2.865,0,"Ducted"
"aircon",2.865,0,"Ducted"
"aircon",2.865,0,"Ducted"
"aircon",3.595,0,"Ducted"
"aircon",3.595,0,"Ducted"
"aircon",3.595,0,"Ducted"
"aircon",4.515,0,"Ducted"
"aircon",4.515,0,"Ducted"
"aircon",4.515,0,"Ducted"
"aircon",5.33,0,"Ducted"
"aircon",5.33,0,"Ducted"
"aircon",5.33,0,"Ducted"
"aircon",6.345,0,"Ducted"
"aircon",6.345,0,"Ducted"
"aircon",7.45,0,"Ducted"
"aircon",7.45,0,"Ducted"
"aircon",9.62,0,"Ducted"
"aircon",9.62,0,"Ducted"
"aircon",10.9,0,"Ducted"
"aircon",10.9,0,"Ducted"
"aircon",12.45,0,"Ducted"
"aircon",12.45,0,"Ducted"
"aircon",14.35,0,"Ducted"
"aircon",14.35,0,"Ducted"
"aircon",15.8,0,"Ducted"
"aircon",15.8,0,"Ducted"
"aircon",18.15,0,"Ducted"
"aircon",18.15,0,"Ducted"
"aircon",1.31,2,"Non Ducted"
"aircon",1.395,2,"Non Ducted"
"aircon",1.71,2,"Non Ducted"
"aircon",1.55,1,"Non Ducted"
"aircon",6.665,0,"Ducted"
"aircon",3.595,0,"Ducted"
"aircon",0.995,2,"Non Ducted"
"aircon",3.845,2,"Ducted"
"aircon",3.115,0,"Ducted"
"aircon",2.195,1,"Ducted"
"aircon",4.275,2,"Ducted"
"aircon",4.8,2,"Ducted"
"aircon",0.7,2,"Non Ducted"
"aircon",0.945,2,"Non Ducted"
"aircon",1.505,2,"Non Ducted"
"aircon",1.87,1,"Non Ducted"
"aircon",2.125,1,"Non Ducted"
"aircon",11.135,0,"Ducted"
"aircon",1.54,2,"Non Ducted"
"aircon",11.2,0,"Ducted"
"aircon",2.8,2,"Non Ducted"
"aircon",2.75,2,"Non Ducted"
"aircon",2.75,2,"Non Ducted"
"aircon",2.75,2,"Non Ducted"
"aircon",3.605,2,"Non Ducted"
"aircon",2.57,1,"Non Ducted"
"aircon",3.735,0,"Ducted"
"aircon",3.735,0,"Ducted"
"aircon",4.21,0,"Ducted"
"aircon",4.21,0,"Ducted"
"aircon",4.82,0,"Ducted"
"aircon",4.82,0,"Ducted"
"aircon",2.04,0,"Ducted"
"aircon",0.8,0,"Ducted"
"aircon",1.085,0,"Ducted"
"aircon",1.61,0,"Ducted"
"aircon",0.48,4,"Non Ducted"
"aircon",0.56,4,"Non Ducted"
"aircon",0.87,3,"Non Ducted"
"aircon",1.205,2,"Non Ducted"
"aircon",1.22,3,"Non Ducted"
"aircon",1.68,2,"Non Ducted"
"aircon",2.04,2,"Non Ducted"
"aircon",2.365,2,"Non Ducted"
"aircon",3.02,0,"Ducted"
"aircon",3.02,0,"Ducted"
"aircon",3.02,0,"Ducted"
"aircon",0.75,4,"Non Ducted"
"aircon",1.13,2,"Non Ducted"
"aircon",1.235,3,"Non Ducted"
"aircon",1.655,2,"Non Ducted"
"aircon",1.94,2,"Non Ducted"
"aircon",2.375,2,"Non Ducted"
"aircon",1.795,1,"Non Ducted"
"aircon",1.795,1,"Non Ducted"
"aircon",1.795,1,"Non Ducted"
"aircon",1.55,1,"Non Ducted"
"aircon",1.55,1,"Non Ducted"
"aircon",1.55,1,"Non Ducted"
"aircon",2.86,2,"Non Ducted"
"aircon",4.23,2,"Non Ducted"
"aircon",3.05,1,"Non Ducted"
"aircon",2.545,2,"Non Ducted"
"aircon",2.13,2,"Non Ducted"
"aircon",1.045,2,"Non Ducted"
"aircon",1.865,2,"Non Ducted"
"aircon",2.17,1,"Non Ducted"
"aircon",1.585,2,"Non Ducted"
"aircon",0.625,3,"Non Ducted"
"aircon",0.87,3,"Non Ducted"
"aircon",1.35,2,"Non Ducted"
"aircon",2.04,2,"Non Ducted"
"aircon",2.4,1,"Non Ducted"
"aircon",0.665,2,"Non Ducted"
"aircon",0.865,3,"Non Ducted"
"aircon",0.58,4,"Non Ducted"
"aircon",0.52,3,"Non Ducted"
"aircon",1.925,2,"Non Ducted"
"aircon",1.925,2,"Non Ducted"
"aircon",1.925,2,"Non Ducted"
"aircon",3.425,2,"Non Ducted"
"aircon",4.23,2,"Non Ducted"
"aircon",0.76,1,"Non Ducted"
"aircon",1.17,1,"Non Ducted"
"aircon",0.69,2,"Non Ducted"
"aircon",1.49,1,"Non Ducted"
"aircon",2.865,0,"Ducted"
"aircon",3.52,0,"Ducted"
"aircon",2.705,0,"Ducted"
"aircon",3.75,0,"Ducted"
"aircon",2.275,0,"Non Ducted"
"aircon",3.185,0,"Non Ducted"
"aircon",2.42,0,"Non Ducted"
"aircon",3.76,0,"Non Ducted"
"aircon",17.155,0,"Ducted"
"aircon",6.7,0,"Ducted"
"aircon",0.69,2,"Non Ducted"
"aircon",1.49,2,"Non Ducted"
"aircon",3.855,0,"Non Ducted"
"aircon",2.22,0,"Ducted"
"aircon",2.22,0,"Ducted"
"aircon",2.22,0,"Ducted"
"aircon",2.22,0,"Ducted"
"aircon",2.22,0,"Ducted"
"aircon",4.425,0,"Ducted"
"aircon",0.675,3,"Non Ducted"
"aircon",0.84,2,"Non Ducted"
"aircon",1.51,2,"Non Ducted"
"aircon",2.075,1,"Non Ducted"
"aircon",2.375,1,"Non Ducted"
"aircon",0.76,1,"Non Ducted"
"aircon",1.17,1,"Non Ducted"
"aircon",0.63,1,"Non Ducted"
"aircon",13.39,0,"Ducted"
"aircon",0.9725,0,"Non Ducted"
"aircon",19.26,0,"Ducted"
"aircon",19.65,0,"Ducted"
"aircon",0.845,0,"Non Ducted"
"aircon",0.74,0,"Non Ducted"
"aircon",0.565,0,"Non Ducted"
"aircon",0.68,3,"Non Ducted"
"aircon",0.96,2,"Non Ducted"
"aircon",1.575,1,"Non Ducted"
"aircon",1.915,1,"Non Ducted"
"aircon",1.285,3,"Non Ducted"
"aircon",1.535,2,"Non Ducted"
"aircon",0.64,1,"Non Ducted"
"aircon",1.42,1,"Non Ducted"
"aircon",1.905,1,"Non Ducted"
"aircon",1.51,2,"Non Ducted"
"aircon",2.715,0,"Ducted"
"aircon",2.715,0,"Ducted"
"aircon",2.715,0,"Ducted"
"aircon",3.575,0,"Ducted"
"aircon",3.575,0,"Ducted"
"aircon",3.575,0,"Ducted"
"aircon",2.375,1,"Non Ducted"
"aircon",1.88,1,"Non Ducted"
"aircon",0.665,2,"Non Ducted"
"aircon",0.705,2,"Non Ducted"
"aircon",0.935,2,"Non Ducted"
"aircon",1.49,1,"Non Ducted"
"aircon",1.02,2,"Non Ducted"
"aircon",1.49,2,"Non Ducted"
"aircon",0.675,2,"Non Ducted"
"aircon",2.35,1,"Non Ducted"
"aircon",1.535,2,"Non Ducted"
"aircon",9.04,0,"Ducted"
"aircon",5.6,0,"Ducted"
"aircon",6.1515,0,"Ducted"
"aircon",0.615,1,"Non Ducted"
"aircon",0.775,1,"Non Ducted"
"aircon",0.76,1,"Non Ducted"
"aircon",1.135,1,"Non Ducted"
"aircon",1.525,1,"Non Ducted"
"aircon",1.75,1,"Non Ducted"
"aircon",1.17,1,"Non Ducted"
"aircon",8.42,0,"Ducted"
"aircon",13.35,0,"Ducted"
"aircon",13.35,0,"Ducted"
"aircon",13.35,0,"Ducted"
"aircon",16.925,0,"Ducted"
"aircon",16.925,0,"Ducted"
"aircon",16.925,0,"Ducted"
"aircon",5.655,0,"Ducted"
"aircon",1.04,1,"Non Ducted"
"aircon",0.9275,2,"Non Ducted"
"aircon",8.105,0,"Ducted"
"aircon",8.105,0,"Ducted"
"aircon",8.105,0,"Ducted"
"aircon",0.59,3,"Non Ducted"
"aircon",0.59,3,"Non Ducted"
"aircon",0.59,3,"Non Ducted"
"aircon",0.59,3,"Non Ducted"
"aircon",0.59,3,"Non Ducted"
"aircon",0.59,3,"Non Ducted"
"aircon",0.86,2,"Non Ducted"
"aircon",0.86,2,"Non Ducted"
"aircon",0.86,2,"Non Ducted"
"aircon",0.86,2,"Non Ducted"
"aircon",0.86,2,"Non Ducted"
"aircon",0.86,2,"Non Ducted"
"aircon",2,2,"Non Ducted"
"aircon",2,2,"Non Ducted"
"aircon",2,2,"Non Ducted"
"aircon",2,2,"Non Ducted"
"aircon",2,2,"Non Ducted"
"aircon",2,2,"Non Ducted"
"aircon",2.345,1,"Non Ducted"
"aircon",2.345,1,"Non Ducted"
"aircon",2.345,1,"Non Ducted"
"aircon",2.345,1,"Non Ducted"
"aircon",2.345,1,"Non Ducted"
"aircon",2.345,1,"Non Ducted"
"aircon",1.465,2,"Non Ducted"
"aircon",1.465,2,"Non Ducted"
"aircon",1.465,2,"Non Ducted"
"aircon",1.465,2,"Non Ducted"
"aircon",1.465,2,"Non Ducted"
"aircon",1.465,2,"Non Ducted"
"aircon",2.07,0,"Ducted"
"aircon",2.07,0,"Ducted"
"aircon",0.715,2,"Non Ducted"
"aircon",1.015,2,"Non Ducted"
"aircon",1.555,1,"Non Ducted"
"aircon",1.815,1,"Non Ducted"
"aircon",1.54,0,"Non Ducted"
"aircon",1.72,0,"Non Ducted"
"aircon",2.165,0,"Non Ducted"
"aircon",0.77,0,"Ducted"
"aircon",0.77,0,"Ducted"
"aircon",1.09,0,"Ducted"
"aircon",1.09,0,"Ducted"
"aircon",1.59,0,"Ducted"
"aircon",1.59,0,"Ducted"
"aircon",1.92,0,"Ducted"
"aircon",1.92,0,"Ducted"
"aircon",2.295,0,"Ducted"
"aircon",2.295,0,"Ducted"
"aircon",1.135,1,"Non Ducted"
"aircon",1.135,1,"Non Ducted"
"aircon",1.135,1,"Non Ducted"
"aircon",0.619,1,"Non Ducted"
"aircon",0.619,1,"Non Ducted"
"aircon",0.619,1,"Non Ducted"
"aircon",1.775,2,"Non Ducted"
"aircon",0.59,3,"Non Ducted"
"aircon",0.86,2,"Non Ducted"
"aircon",1.465,2,"Non Ducted"
"aircon",2,2,"Non Ducted"
"aircon",2.345,1,"Non Ducted"
"aircon",0.76,1,"Non Ducted"
"aircon",1.17,1,"Non Ducted"
"aircon",7.325,0,"Ducted"
"aircon",7.02,0,"Ducted"
"aircon",0.745,1,"Non Ducted"
"aircon",5.81,0,"Ducted"
"aircon",6.305,0,"Ducted"
"aircon",7.28,0,"Ducted"
"aircon",0.615,1,"Non Ducted"
"aircon",0.765,1,"Non Ducted"
"aircon",1.135,1,"Non Ducted"
"aircon",1.525,1,"Non Ducted"
"aircon",1.75,1,"Non Ducted"
"aircon",0.9505,2,"Non Ducted"
"aircon",1.525,1,"Non Ducted"
"aircon",2.1,1,"Non Ducted"
"aircon",1.775,2,"Non Ducted"
"aircon",1.895,0,"Ducted"
"aircon",1.99,0,"Ducted"
"aircon",1.365,3,"Non Ducted"
"aircon",1.365,3,"Non Ducted"
"aircon",1.455,0,"Ducted"
"aircon",1.695,0,"Ducted"
"aircon",1.95,0,"Ducted"
"aircon",2.25,0,"Ducted"
"aircon",3.08,0,"Ducted"
"aircon",4.03,0,"Ducted"
"aircon",4.5,0,"Ducted"
"aircon",3.08,0,"Ducted"
"aircon",4.03,0,"Ducted"
"aircon",4.5,0,"Ducted"
"aircon",1.675,0,"Ducted"
"aircon",2.565,0,"Non Ducted"
"aircon",3.62,0,"Non Ducted"
"aircon",4.505,0,"Non Ducted"
"aircon",2.565,2,"Non Ducted"
"aircon",3.62,2,"Non Ducted"
"aircon",4.505,1,"Non Ducted"
"aircon",4.64,0,"Ducted"
"aircon",0.76,1,"Non Ducted"
"aircon",2.44,2,"Non Ducted"
"aircon",2.44,0,"Non Ducted"
"aircon",2.655,2,"Non Ducted"
"aircon",2.655,0,"Non Ducted"
"aircon",3.575,0,"Non Ducted"
"aircon",2.025,0,"Non Ducted"
"aircon",2.325,2,"Non Ducted"
"aircon",2.555,2,"Non Ducted"
"aircon",3.79,0,"Ducted"
"aircon",3.79,0,"Ducted"
"aircon",3.79,0,"Ducted"
"aircon",2.785,0,"Ducted"
"aircon",2.525,0,"Ducted"
"aircon",3.155,2,"Non Ducted"
"aircon",3.485,2,"Non Ducted"
"aircon",3.46,0,"Ducted"
"aircon",3.33,0,"Ducted"
"aircon",3.845,2,"Non Ducted"
"aircon",4.05,1,"Non Ducted"
"aircon",4.135,0,"Ducted"
"aircon",4.045,0,"Ducted"
"aircon",2.325,0,"Non Ducted"
"aircon",2.555,0,"Non Ducted"
"aircon",2.785,0,"Ducted"
"aircon",2.525,0,"Ducted"
"aircon",3.155,0,"Non Ducted"
"aircon",3.485,0,"Non Ducted"
"aircon",3.46,0,"Ducted"
"aircon",3.33,0,"Ducted"
"aircon",3.845,0,"Non Ducted"
"aircon",4.05,0,"Non Ducted"
"aircon",4.135,0,"Ducted"
"aircon",4.045,0,"Ducted"
"aircon",16.07,0,"Ducted"
"aircon",16.915,0,"Ducted"
"aircon",1.83,2,"Non Ducted"
"aircon",1.55,2,"Non Ducted"
"aircon",2.29,0,"Non Ducted"
"aircon",2.29,3,"Non Ducted"
"aircon",3.205,0,"Non Ducted"
"aircon",3.98,2,"Non Ducted"
"aircon",3.98,0,"Non Ducted"
"aircon",1.615,2,"Non Ducted"
"aircon",1.93,2,"Non Ducted"
"aircon",1.965,0,"Ducted"
"aircon",2.52,0,"Ducted"
"aircon",3.525,0,"Ducted"
"aircon",4.375,0,"Ducted"
"aircon",2.52,0,"Ducted"
"aircon",3.525,0,"Ducted"
"aircon",4.375,0,"Ducted"
"aircon",3.205,2,"Non Ducted"
"aircon",6.05,0,"Ducted"
"aircon",0.835,3,"Non Ducted"
"aircon",0.58,4,"Non Ducted"
"aircon",2.065,2,"Non Ducted"
"aircon",1.32,2,"Non Ducted"
"aircon",1.68,2,"Non Ducted"
"aircon",4.95,0,"Ducted"
"aircon",0.59,3,"Non Ducted"
"aircon",0.86,2,"Non Ducted"
"aircon",1.465,2,"Non Ducted"
"aircon",2,2,"Non Ducted"
"aircon",2.345,1,"Non Ducted"
"aircon",0.655,1,"Non Ducted"
"aircon",3.375,0,"Ducted"
"aircon",4,0,"Ducted"
"aircon",4.75,0,"Ducted"
"aircon",1.62,0,"Ducted"
"aircon",5.55,0,"Ducted"
"aircon",6.55,0,"Ducted"
"aircon",6.75,0,"Ducted"
"aircon",8.4,0,"Ducted"
"aircon",4.64,0,"Ducted"
"aircon",4.64,0,"Ducted"
"aircon",4.64,0,"Ducted"
"aircon",9.556,0,"Ducted"
"aircon",11.595,0,"Ducted"
"aircon",12.815,0,"Ducted"
"aircon",16.644,0,"Ducted"
"aircon",18.74,0,"Ducted"
"aircon",8.325,0,"Ducted"
"aircon",9.46,0,"Ducted"
"aircon",11.11,0,"Ducted"
"aircon",3.375,0,"Ducted"
"aircon",1.44,0,"Ducted"
"aircon",1.48,2,"Non Ducted"
"aircon",1.825,0,"Ducted"
"aircon",2.23,0,"Ducted"
"aircon",1.525,0,"Non Ducted"
"aircon",0.52,4,"Non Ducted"
"aircon",0.74,4,"Non Ducted"
"aircon",1.205,3,"Non Ducted"
"aircon",1.855,2,"Non Ducted"
"aircon",1.875,0,"Non Ducted"
"aircon",1.815,2,"Non Ducted"
"aircon",2.015,2,"Non Ducted"
"aircon",2.41,2,"Non Ducted"
"aircon",1.28,3,"Non Ducted"
"aircon",1.655,2,"Non Ducted"
"aircon",1.98,2,"Non Ducted"
"aircon",2.41,2,"Non Ducted"
"aircon",0.615,3,"Non Ducted"
"aircon",0.59,3,"Non Ducted"
"aircon",0.92,2,"Non Ducted"
"aircon",0.56,4,"Non Ducted"
"aircon",0.8,3,"Non Ducted"
"aircon",4,0,"Ducted"
"aircon",4.75,0,"Ducted"
"aircon",5.55,0,"Ducted"
"aircon",6.55,0,"Ducted"
"aircon",1.605,0,"Ducted"
"aircon",6.75,0,"Ducted"
"aircon",8.402,0,"Ducted"
"aircon",11.595,0,"Ducted"
"aircon",12.821,0,"Ducted"
"aircon",16.61,0,"Ducted"
"aircon",18.74,0,"Ducted"
"aircon",9.56,0,"Ducted"
"aircon",2.43,0,"Ducted"
"aircon",2.735,0,"Ducted"
"aircon",2.735,0,"Ducted"
"aircon",6.75,0,"Ducted"
"aircon",8.51,0,"Ducted"
"aircon",9.41,0,"Ducted"
"aircon",11.055,0,"Ducted"
"aircon",1.54,0,"Ducted"
"aircon",12.79,0,"Ducted"
"aircon",1.93,0,"Ducted"
"aircon",6.75,0,"Ducted"
"aircon",8.512,0,"Ducted"
"aircon",9.41,0,"Ducted"
"aircon",11.055,0,"Ducted"
"aircon",12.79,0,"Ducted"
"aircon",8.512,0,"Ducted"
"aircon",9.41,0,"Ducted"
"aircon",4.385,0,"Ducted"
"aircon",11.405,0,"Ducted"
"aircon",12.79,0,"Ducted"
"aircon",0.66,2,"Non Ducted"
"aircon",6.75,0,"Ducted"
"aircon",0.695,2,"Non Ducted"
"aircon",0.695,2,"Non Ducted"
"aircon",0.695,2,"Non Ducted"
"aircon",0.695,2,"Non Ducted"
"aircon",0.695,2,"Non Ducted"
"aircon",0.695,2,"Non Ducted"
"aircon",0.695,2,"Non Ducted"
"aircon",0.695,2,"Non Ducted"
"aircon",0.695,2,"Non Ducted"
"aircon",0.695,2,"Non Ducted"
"aircon",0.695,2,"Non Ducted"
"aircon",0.695,2,"Non Ducted"
"aircon",0.695,2,"Non Ducted"
"aircon",0.695,2,"Non Ducted"
"aircon",0.695,2,"Non Ducted"
"aircon",0.695,2,"Non Ducted"
"aircon",0.695,2,"Non Ducted"
"aircon",0.695,2,"Non Ducted"
"aircon",0.695,2,"Non Ducted"
"aircon",0.695,2,"Non Ducted"
"aircon",0.695,2,"Non Ducted"
"aircon",0.575,4,"Non Ducted"
"aircon",1.04,1,"Non Ducted"
"aircon",0.655,1,"Non Ducted"
"aircon",12.65,0,"Ducted"
"aircon",13.76,0,"Ducted"
"aircon",3.02,0,"Ducted"
"aircon",0.68,0,"Ducted"
"aircon",0.995,0,"Ducted"
"aircon",3.375,0,"Ducted"
"aircon",4.05,0,"Ducted"
"aircon",4.8,0,"Ducted"
"aircon",5.65,0,"Ducted"
"aircon",6.575,0,"Ducted"
"aircon",1.89,1,"Non Ducted"
"aircon",1.495,2,"Non Ducted"
"aircon",1.335,2,"Non Ducted"
"aircon",1.025,2,"Non Ducted"
"aircon",0.65,3,"Non Ducted"
"aircon",2.51,1,"Non Ducted"
"aircon",2.16,2,"Non Ducted"
"aircon",0.54,3,"Non Ducted"
"aircon",2.03,1,"Non Ducted"
"aircon",0.785,3,"Non Ducted"
"aircon",1.21,3,"Non Ducted"
"aircon",1.8,2,"Non Ducted"
"aircon",0.66,3,"Non Ducted"
"aircon",0.96,2,"Non Ducted"
"aircon",1.45,1,"Non Ducted"
"aircon",1.775,1,"Non Ducted"
"aircon",1.225,3,"Non Ducted"
"aircon",1.58,3,"Non Ducted"
"aircon",1.94,2,"Non Ducted"
"aircon",2.25,2,"Non Ducted"
"aircon",2.71,2,"Non Ducted"
"aircon",2.03,0,"Ducted"
"aircon",11.205,0,"Ducted"
"aircon",6.03,0,"Ducted"
"aircon",0.835,2,"Non Ducted"
"aircon",1.155,2,"Non Ducted"
"aircon",0.6,4,"Non Ducted"
"aircon",0.595,4,"Non Ducted"
"aircon",0.595,4,"Non Ducted"
"aircon",0.595,4,"Non Ducted"
"aircon",0.875,3,"Non Ducted"
"aircon",0.875,3,"Non Ducted"
"aircon",0.875,3,"Non Ducted"
"aircon",1.365,2,"Non Ducted"
"aircon",1.365,2,"Non Ducted"
"aircon",1.365,2,"Non Ducted"
"aircon",2.135,2,"Non Ducted"
"aircon",2.135,2,"Non Ducted"
"aircon",2.135,2,"Non Ducted"
"aircon",2.705,2,"Non Ducted"
"aircon",2.705,2,"Non Ducted"
"aircon",2.705,2,"Non Ducted"
"aircon",0.595,4,"Non Ducted"
"aircon",0.595,4,"Non Ducted"
"aircon",0.595,4,"Non Ducted"
"aircon",0.875,3,"Non Ducted"
"aircon",0.875,3,"Non Ducted"
"aircon",0.875,3,"Non Ducted"
"aircon",1.012,0,"Ducted"
"aircon",1.012,0,"Ducted"
"aircon",1.012,0,"Ducted"
"aircon",1.67,0,"Ducted"
"aircon",1.67,0,"Ducted"
"aircon",1.67,0,"Ducted"
"aircon",1.99,0,"Ducted"
"aircon",1.99,0,"Ducted"
"aircon",1.99,0,"Ducted"
"aircon",1.365,2,"Non Ducted"
"aircon",1.365,2,"Non Ducted"
"aircon",1.365,2,"Non Ducted"
"aircon",2.135,2,"Non Ducted"
"aircon",2.135,2,"Non Ducted"
"aircon",2.135,2,"Non Ducted"
"aircon",2.705,2,"Non Ducted"
"aircon",2.705,2,"Non Ducted"
"aircon",2.705,2,"Non Ducted"
"aircon",0.58,4,"Non Ducted"
"aircon",0.865,3,"Non Ducted"
"aircon",0.575,4,"Non Ducted"
"aircon",0.575,4,"Non Ducted"
"aircon",0.575,4,"Non Ducted"
"aircon",0.695,2,"Non Ducted"
"aircon",0.81,3,"Non Ducted"
"aircon",0.81,3,"Non Ducted"
"aircon",0.81,3,"Non Ducted"
"aircon",2.375,1,"Ducted"
"aircon",2.98,1,"Ducted"
"aircon",1.405,2,"Non Ducted"
"aircon",1.405,2,"Non Ducted"
"aircon",1.405,2,"Non Ducted"
"aircon",1.855,2,"Non Ducted"
"aircon",1.855,2,"Non Ducted"
"aircon",1.855,2,"Non Ducted"
"aircon",5.71,0,"Ducted"
"aircon",6.125,0,"Ducted"
"aircon",7.805,0,"Ducted"
"aircon",2.45,0,"Ducted"
"aircon",2.925,0,"Ducted"
"aircon",3.575,0,"Ducted"
"aircon",4.64,0,"Ducted"
"aircon",7.07,0,"Ducted"
"aircon",2,2,"Non Ducted"
"aircon",0.59,3,"Non Ducted"
"aircon",1.465,2,"Non Ducted"
"aircon",0.59,3,"Non Ducted"
"aircon",4.78,0,"Ducted"
"aircon",6.03,0,"Ducted"
"aircon",7.755,0,"Ducted"
"aircon",10.89,0,"Ducted"
"aircon",13.25,0,"Ducted"
"aircon",16.345,0,"Ducted"
"aircon",19.555,0,"Ducted"
"aircon",0.86,2,"Non Ducted"
"aircon",1.465,2,"Non Ducted"
"aircon",2,2,"Non Ducted"
"aircon",2.345,1,"Non Ducted"
"aircon",7.07,0,"Ducted"
"aircon",0.71,2,"Non Ducted"
"aircon",0.86,2,"Non Ducted"
"aircon",1.5,1,"Non Ducted"
"aircon",2.1,1,"Non Ducted"
"aircon",0.65,2,"Non Ducted"
"aircon",0.65,2,"Non Ducted"
"aircon",0.65,2,"Non Ducted"
"aircon",0.65,2,"Non Ducted"
"aircon",0.65,2,"Non Ducted"
"aircon",0.65,2,"Non Ducted"
"aircon",0.64,1,"Non Ducted"
"aircon",0.64,1,"Non Ducted"
"aircon",0.64,1,"Non Ducted"
