"app","powerkW","star","Configuration1"
"aircon",0.64,1,"Non Ducted"
"aircon",0.64,1,"Non Ducted"
"aircon",0.64,1,"Non Ducted"
"aircon",0.64,1,"Non Ducted"
"aircon",0.64,1,"Non Ducted"
"aircon",3.715,0,"Ducted"
"aircon",3.715,0,"Ducted"
"aircon",4.445,0,"Ducted"
"aircon",4.445,0,"Ducted"
"aircon",5.12,0,"Ducted"
"aircon",5.12,0,"Ducted"
"aircon",5.12,0,"Ducted"
"aircon",0.54,4,"Non Ducted"
"aircon",0.54,4,"Non Ducted"
"aircon",0.54,4,"Non Ducted"
"aircon",0.54,4,"Non Ducted"
"aircon",0.84,3,"Non Ducted"
"aircon",0.84,3,"Non Ducted"
"aircon",0.84,3,"Non Ducted"
"aircon",0.84,3,"Non Ducted"
"aircon",1.4,2,"Non Ducted"
"aircon",2.185,2,"Non Ducted"
"aircon",2.12,1,"Non Ducted"
"aircon",1.43,2,"Non Ducted"
"aircon",1.43,2,"Non Ducted"
"aircon",1.43,2,"Non Ducted"
"aircon",1.43,2,"Non Ducted"
"aircon",1.765,2,"Non Ducted"
"aircon",1.765,2,"Non Ducted"
"aircon",1.765,2,"Non Ducted"
"aircon",1.765,2,"Non Ducted"
"aircon",2.195,0,"Ducted"
"aircon",3.18,0,"Ducted"
"aircon",0.52,5,"Non Ducted"
"aircon",3.845,0,"Ducted"
"aircon",4.275,0,"Ducted"
"aircon",4.8,0,"Ducted"
"aircon",2.69,2,"Non Ducted"
"aircon",0.635,3,"Non Ducted"
"aircon",2.505,2,"Non Ducted"
"aircon",1.565,2,"Non Ducted"
"aircon",0.955,2,"Non Ducted"
"aircon",0.645,3,"Non Ducted"
"aircon",1.765,2,"Non Ducted"
"aircon",2.12,2,"Non Ducted"
"aircon",1.4,2,"Non Ducted"
"aircon",0.91,3,"Non Ducted"
"aircon",1.3,2,"Non Ducted"
"aircon",1.25,3,"Non Ducted"
"aircon",3.735,0,"Ducted"
"aircon",0.86,2,"Non Ducted"
"aircon",1.465,2,"Non Ducted"
"aircon",2,2,"Non Ducted"
"aircon",1.44,2,"Non Ducted"
"aircon",1.44,2,"Non Ducted"
"aircon",1.44,2,"Non Ducted"
"aircon",1.44,2,"Non Ducted"
"aircon",0.76,1,"Non Ducted"
"aircon",2.135,0,"Ducted"
"aircon",1.52,0,"Ducted"
"aircon",2.62,0,"Ducted"
"aircon",1.17,1,"Non Ducted"
"aircon",1.775,2,"Non Ducted"
"aircon",2.15,2,"Non Ducted"
"aircon",2.69,2,"Non Ducted"
"aircon",3.355,0,"Ducted"
"aircon",1.775,2,"Non Ducted"
"aircon",2.2,2,"Non Ducted"
"aircon",7.8045,0,"Ducted"
"aircon",3.09,0,"Ducted"
"aircon",2.825,0,"Ducted"
"aircon",5.025,0,"Ducted"
"aircon",6.525,0,"Ducted"
"aircon",2.505,1,"Non Ducted"
"aircon",2.505,1,"Non Ducted"
"aircon",2.505,1,"Non Ducted"
"aircon",2.505,1,"Non Ducted"
"aircon",2.505,1,"Non Ducted"
"aircon",2.505,1,"Non Ducted"
"aircon",2.505,1,"Non Ducted"
"aircon",2.505,1,"Non Ducted"
"aircon",2.505,1,"Non Ducted"
"aircon",2.505,1,"Non Ducted"
"aircon",2.505,1,"Non Ducted"
"aircon",2.505,1,"Non Ducted"
"aircon",2.505,1,"Non Ducted"
"aircon",2.505,1,"Non Ducted"
"aircon",2.505,1,"Non Ducted"
"aircon",2.505,1,"Non Ducted"
"aircon",2.505,1,"Non Ducted"
"aircon",2.505,1,"Non Ducted"
"aircon",2.505,1,"Non Ducted"
"aircon",2.505,1,"Non Ducted"
"aircon",2.505,1,"Non Ducted"
"aircon",2.505,1,"Non Ducted"
"aircon",2.505,1,"Non Ducted"
"aircon",2.505,1,"Non Ducted"
"aircon",2.505,1,"Non Ducted"
"aircon",2.505,1,"Non Ducted"
"aircon",2.505,1,"Non Ducted"
"aircon",2.505,1,"Non Ducted"
"aircon",2.505,1,"Non Ducted"
"aircon",2.505,1,"Non Ducted"
"aircon",2.505,1,"Non Ducted"
"aircon",2.505,1,"Non Ducted"
"aircon",2.505,1,"Non Ducted"
"aircon",2.505,1,"Non Ducted"
"aircon",2.505,1,"Non Ducted"
"aircon",2.505,1,"Non Ducted"
"aircon",2.505,1,"Non Ducted"
"aircon",2.505,1,"Non Ducted"
"aircon",2.505,1,"Non Ducted"
"aircon",2.505,1,"Non Ducted"
"aircon",2.505,1,"Non Ducted"
"aircon",2.505,1,"Non Ducted"
"aircon",2.505,1,"Non Ducted"
"aircon",2.505,1,"Non Ducted"
"aircon",2.505,1,"Non Ducted"
"aircon",2.505,1,"Non Ducted"
"aircon",2.505,1,"Non Ducted"
"aircon",2.505,1,"Non Ducted"
"aircon",2.505,1,"Non Ducted"
"aircon",2.505,1,"Non Ducted"
"aircon",2.505,1,"Non Ducted"
"aircon",2.505,1,"Non Ducted"
"aircon",2.505,1,"Non Ducted"
"aircon",2.505,1,"Non Ducted"
"aircon",2.505,1,"Non Ducted"
"aircon",2.505,1,"Non Ducted"
"aircon",2.505,1,"Non Ducted"
"aircon",2.505,1,"Non Ducted"
"aircon",2.505,1,"Non Ducted"
"aircon",2.505,1,"Non Ducted"
"aircon",2.505,1,"Non Ducted"
"aircon",2.505,1,"Non Ducted"
"aircon",2.505,1,"Non Ducted"
"aircon",2.505,1,"Non Ducted"
"aircon",2.505,1,"Non Ducted"
"aircon",2.505,1,"Non Ducted"
"aircon",2.505,1,"Non Ducted"
"aircon",2.505,1,"Non Ducted"
"aircon",2.505,1,"Non Ducted"
"aircon",2.505,1,"Non Ducted"
"aircon",2.505,1,"Non Ducted"
"aircon",2.505,1,"Non Ducted"
"aircon",2.505,1,"Non Ducted"
"aircon",1.69,1,"Non Ducted"
"aircon",1.69,1,"Non Ducted"
"aircon",1.69,1,"Non Ducted"
"aircon",1.69,1,"Non Ducted"
"aircon",1.69,1,"Non Ducted"
"aircon",1.69,1,"Non Ducted"
"aircon",1.69,1,"Non Ducted"
"aircon",2.22,1,"Non Ducted"
"aircon",2.22,1,"Non Ducted"
"aircon",2.22,1,"Non Ducted"
"aircon",2.22,1,"Non Ducted"
"aircon",2.22,1,"Non Ducted"
"aircon",2.22,1,"Non Ducted"
"aircon",1.3,3,"Non Ducted"
"aircon",3.295,0,"Ducted"
"aircon",3.295,0,"Ducted"
"aircon",5.785,0,"Ducted"
"aircon",6.925,0,"Ducted"
"aircon",8.94,0,"Ducted"
"aircon",0.61,3,"Non Ducted"
"aircon",0.83,3,"Non Ducted"
"aircon",1.4,2,"Non Ducted"
"aircon",2.08,2,"Non Ducted"
"aircon",2.63,2,"Non Ducted"
"aircon",0.54,4,"Non Ducted"
"aircon",0.54,4,"Non Ducted"
"aircon",0.54,4,"Non Ducted"
"aircon",0.54,4,"Non Ducted"
"aircon",11.67,0,"Ducted"
"aircon",0.835,4,"Non Ducted"
"aircon",1.275,3,"Non Ducted"
"aircon",0.84,3,"Non Ducted"
"aircon",0.84,3,"Non Ducted"
"aircon",0.84,3,"Non Ducted"
"aircon",0.84,3,"Non Ducted"
"aircon",13.725,0,"Ducted"
"aircon",10.675,0,"Ducted"
"aircon",5.77,0,"Ducted"
"aircon",7.885,0,"Ducted"
"aircon",7.81,0,"Ducted"
"aircon",3.885,0,"Ducted"
"aircon",4.315,0,"Ducted"
"aircon",1.57,1,"Non Ducted"
"aircon",6.835,0,"Ducted"
"aircon",6.835,0,"Ducted"
"aircon",1.61,2,"Non Ducted"
"aircon",1.61,2,"Non Ducted"
"aircon",1.61,2,"Non Ducted"
"aircon",0.64,1,"Non Ducted"
"aircon",0.64,1,"Non Ducted"
"aircon",1.385,2,"Non Ducted"
"aircon",4.315,0,"Ducted"
"aircon",4.905,0,"Ducted"
"aircon",5.6,0,"Ducted"
"aircon",6.335,0,"Ducted"
"aircon",0.999,0,"Ducted"
"aircon",8,0,"Ducted"
"aircon",8.62,0,"Ducted"
"aircon",8.62,0,"Ducted"
"aircon",8.62,0,"Ducted"
"aircon",9.995,0,"Ducted"
"aircon",9.995,0,"Ducted"
"aircon",9.995,0,"Ducted"
"aircon",0.93,2,"Non Ducted"
"aircon",2.475,1,"Non Ducted"
"aircon",2.482,0,"Ducted"
"aircon",3.62,0,"Ducted"
"aircon",4.045,0,"Ducted"
"aircon",3.62,0,"Ducted"
"aircon",4.045,0,"Ducted"
"aircon",0.465,4,"Non Ducted"
"aircon",0.565,4,"Non Ducted"
"aircon",2.145,1,"Non Ducted"
"aircon",0.605,3,"Non Ducted"
"aircon",1.27,2,"Non Ducted"
"aircon",0.8,3,"Non Ducted"
"aircon",0.965,2,"Non Ducted"
"aircon",0.965,2,"Non Ducted"
"aircon",0.965,2,"Non Ducted"
"aircon",0.645,3,"Non Ducted"
"aircon",0.645,3,"Non Ducted"
"aircon",0.645,3,"Non Ducted"
"aircon",0.595,4,"Non Ducted"
"aircon",0.63,3,"Non Ducted"
"aircon",0.875,3,"Non Ducted"
"aircon",1.365,2,"Non Ducted"
"aircon",2.135,2,"Non Ducted"
"aircon",2.68,2,"Non Ducted"
"aircon",1.89,0,"Ducted"
"aircon",1.985,0,"Non Ducted"
"aircon",1.905,0,"Non Ducted"
"aircon",1.985,0,"Non Ducted"
"aircon",0.725,2,"Non Ducted"
"aircon",0.95,2,"Non Ducted"
"aircon",1.56,1,"Non Ducted"
"aircon",1.92,1,"Non Ducted"
"aircon",2.3,1,"Non Ducted"
"aircon",3.89,0,"Ducted"
"aircon",3.45,0,"Ducted"
"aircon",0.715,2,"Non Ducted"
"aircon",1.53,0,"Non Ducted"
"aircon",1.925,0,"Non Ducted"
"aircon",2.295,0,"Non Ducted"
"aircon",2.295,0,"Non Ducted"
"aircon",2.8,0,"Non Ducted"
"aircon",2.8,0,"Non Ducted"
"aircon",4.4,0,"Ducted"
"aircon",3.295,0,"Non Ducted"
"aircon",3.295,0,"Non Ducted"
"aircon",0.595,4,"Non Ducted"
"aircon",0.875,3,"Non Ducted"
"aircon",1.365,2,"Non Ducted"
"aircon",2.135,2,"Non Ducted"
"aircon",2.68,2,"Non Ducted"
"aircon",1.505,2,"Non Ducted"
"aircon",0.53,3,"Non Ducted"
"aircon",0.915,2,"Non Ducted"
"aircon",0.64,3,"Non Ducted"
"aircon",0.915,2,"Non Ducted"
"aircon",1.39,0,"Ducted"
"aircon",1.69,0,"Ducted"
"aircon",2.055,0,"Ducted"
"aircon",2.055,0,"Ducted"
"aircon",2.4,0,"Ducted"
"aircon",2.4,0,"Ducted"
"aircon",2.765,0,"Ducted"
"aircon",2.765,0,"Ducted"
"aircon",3.7,0,"Ducted"
"aircon",3.7,0,"Ducted"
"aircon",4.295,0,"Ducted"
"aircon",4.295,0,"Ducted"
"aircon",0.82,2,"Non Ducted"
"aircon",0.82,2,"Non Ducted"
"aircon",0.82,2,"Non Ducted"
"aircon",0.82,2,"Non Ducted"
"aircon",0.82,2,"Non Ducted"
"aircon",0.82,2,"Non Ducted"
"aircon",4.52,0,"Ducted"
"aircon",2.51,0,"Ducted"
"aircon",2.24,0,"Ducted"
"aircon",4.245,0,"Non Ducted"
"aircon",3.655,0,"Non Ducted"
"aircon",2.6,0,"Non Ducted"
"aircon",2.125,0,"Non Ducted"
"aircon",1.19,0,"Non Ducted"
"aircon",1.485,0,"Non Ducted"
"aircon",1.81,0,"Non Ducted"
"aircon",1.81,0,"Non Ducted"
"aircon",2.065,0,"Non Ducted"
"aircon",2.065,0,"Non Ducted"
"aircon",2.39,0,"Non Ducted"
"aircon",2.39,0,"Non Ducted"
"aircon",3.265,0,"Non Ducted"
"aircon",3.265,0,"Non Ducted"
"aircon",3.86,0,"Non Ducted"
"aircon",3.86,0,"Non Ducted"
"aircon",0.76,2,"Non Ducted"
"aircon",1.54,0,"Non Ducted"
"aircon",1.945,0,"Non Ducted"
"aircon",2.19,0,"Non Ducted"
"aircon",2.19,0,"Non Ducted"
"aircon",2.63,0,"Non Ducted"
"aircon",2.63,0,"Non Ducted"
"aircon",2.935,0,"Non Ducted"
"aircon",2.935,0,"Non Ducted"
"aircon",3.855,0,"Non Ducted"
"aircon",3.855,0,"Non Ducted"
"aircon",4.445,0,"Non Ducted"
"aircon",4.445,0,"Non Ducted"
"aircon",0.55,2,"Non Ducted"
"aircon",0.58,3,"Non Ducted"
"aircon",0.885,2,"Non Ducted"
"aircon",1.265,2,"Non Ducted"
"aircon",1.44,2,"Non Ducted"
"aircon",1.72,2,"Non Ducted"
"aircon",2.13,2,"Non Ducted"
"aircon",1.99,0,"Non Ducted"
"aircon",1.93,1,"Non Ducted"
"aircon",1.93,1,"Non Ducted"
"aircon",1.93,1,"Non Ducted"
"aircon",1.89,0,"Ducted"
"aircon",0.99,2,"Non Ducted"
"aircon",0.99,2,"Non Ducted"
"aircon",0.99,2,"Non Ducted"
"aircon",0.585,4,"Non Ducted"
"aircon",0.585,4,"Non Ducted"
"aircon",0.585,4,"Non Ducted"
"aircon",0.84,3,"Non Ducted"
"aircon",0.84,3,"Non Ducted"
"aircon",0.84,3,"Non Ducted"
"aircon",1.31,2,"Non Ducted"
"aircon",1.31,2,"Non Ducted"
"aircon",1.31,2,"Non Ducted"
"aircon",1.89,0,"Non Ducted"
"aircon",2.335,0,"Non Ducted"
"aircon",2.335,0,"Non Ducted"
"aircon",4.535,0,"Non Ducted"
"aircon",2.705,0,"Non Ducted"
"aircon",2.705,0,"Non Ducted"
"aircon",3.58,0,"Non Ducted"
"aircon",3.58,0,"Non Ducted"
"aircon",4.25,0,"Non Ducted"
"aircon",4.25,0,"Non Ducted"
"aircon",1.63,2,"Non Ducted"
"aircon",1.63,2,"Non Ducted"
"aircon",1.63,2,"Non Ducted"
"aircon",2.05,2,"Non Ducted"
"aircon",2.05,2,"Non Ducted"
"aircon",2.05,2,"Non Ducted"
"aircon",2.455,2,"Non Ducted"
"aircon",2.455,2,"Non Ducted"
"aircon",2.455,2,"Non Ducted"
"aircon",0.59,4,"Non Ducted"
"aircon",1.005,2,"Non Ducted"
"aircon",1.505,2,"Non Ducted"
"aircon",1.84,1,"Non Ducted"
"aircon",2.04,2,"Non Ducted"
"aircon",2.555,3,"Non Ducted"
"aircon",3.73,2,"Non Ducted"
"aircon",4.28,2,"Non Ducted"
"aircon",0.525,4,"Non Ducted"
"aircon",2.23,0,"Ducted"
"aircon",2.795,0,"Ducted"
"aircon",2.795,0,"Ducted"
"aircon",1.915,0,"Ducted"
"aircon",0.74,4,"Non Ducted"
"aircon",0.585,4,"Non Ducted"
"aircon",0.585,4,"Non Ducted"
"aircon",0.585,4,"Non Ducted"
"aircon",1.205,3,"Non Ducted"
"aircon",0.84,3,"Non Ducted"
"aircon",0.84,3,"Non Ducted"
"aircon",0.84,3,"Non Ducted"
"aircon",1.31,2,"Non Ducted"
"aircon",1.31,2,"Non Ducted"
"aircon",1.31,2,"Non Ducted"
"aircon",1.855,2,"Non Ducted"
"aircon",2.92,0,"Ducted"
"aircon",3.53,0,"Ducted"
"aircon",1.63,2,"Non Ducted"
"aircon",1.63,2,"Non Ducted"
"aircon",1.63,2,"Non Ducted"
"aircon",2.05,2,"Non Ducted"
"aircon",2.05,2,"Non Ducted"
"aircon",2.05,2,"Non Ducted"
"aircon",2.455,2,"Non Ducted"
"aircon",2.455,2,"Non Ducted"
"aircon",2.455,2,"Non Ducted"
"aircon",2.01,0,"Ducted"
"aircon",9.765,0,"Ducted"
"aircon",2.55,0,"Ducted"
"aircon",0.755,3,"Non Ducted"
"aircon",8,0,"Ducted"
"aircon",9.765,0,"Ducted"
"aircon",1.205,3,"Non Ducted"
"aircon",5.145,0,"Ducted"
"aircon",5.81,0,"Ducted"
"aircon",6.305,0,"Ducted"
"aircon",7.28,0,"Ducted"
"aircon",5.03,0,"Ducted"
"aircon",4.98,0,"Ducted"
"aircon",5.48,0,"Ducted"
"aircon",6.05,0,"Ducted"
"aircon",7.17,0,"Ducted"
"aircon",2.145,0,"Ducted"
"aircon",2.64,0,"Ducted"
"aircon",1.915,0,"Non Ducted"
"aircon",2.635,0,"Non Ducted"
"aircon",2.45,0,"Ducted"
"aircon",5.47,0,"Ducted"
"aircon",5.47,0,"Ducted"
"aircon",6.405,0,"Ducted"
"aircon",3.395,0,"Ducted"
"aircon",4,0,"Ducted"
"aircon",3.565,0,"Non Ducted"
"aircon",4.205,0,"Non Ducted"
"aircon",3.59,0,"Ducted"
"aircon",4.275,0,"Ducted"
"aircon",4.275,0,"Ducted"
"aircon",2.735,0,"Ducted"
"aircon",2.735,0,"Ducted"
"aircon",3.59,0,"Ducted"
"aircon",0.65,2,"Non Ducted"
"aircon",0.535,4,"Non Ducted"
"aircon",0.81,3,"Non Ducted"
"aircon",1.335,2,"Non Ducted"
"aircon",1.765,2,"Non Ducted"
"aircon",1.47,2,"Non Ducted"
"aircon",1.47,2,"Non Ducted"
"aircon",1.47,2,"Non Ducted"
"aircon",1.47,2,"Non Ducted"
"aircon",1.47,2,"Non Ducted"
"aircon",1.47,2,"Non Ducted"
"aircon",4.435,0,"Non Ducted"
"aircon",3.995,0,"Non Ducted"
"aircon",2.915,0,"Non Ducted"
"aircon",6.37,0,"Ducted"
"aircon",6.37,0,"Ducted"
"aircon",6.37,0,"Ducted"
"aircon",2.685,0,"Non Ducted"
"aircon",2.955,0,"Non Ducted"
"aircon",2.955,0,"Non Ducted"
"aircon",0.505,4,"Non Ducted"
"aircon",0.505,4,"Non Ducted"
"aircon",0.505,4,"Non Ducted"
"aircon",0.505,4,"Non Ducted"
"aircon",0.505,4,"Non Ducted"
"aircon",0.505,4,"Non Ducted"
"aircon",0.505,4,"Non Ducted"
"aircon",0.505,4,"Non Ducted"
"aircon",0.505,4,"Non Ducted"
"aircon",0.505,4,"Non Ducted"
"aircon",0.505,4,"Non Ducted"
"aircon",0.505,4,"Non Ducted"
"aircon",0.505,4,"Non Ducted"
"aircon",0.505,4,"Non Ducted"
"aircon",0.505,4,"Non Ducted"
"aircon",0.505,4,"Non Ducted"
"aircon",0.505,4,"Non Ducted"
"aircon",0.505,4,"Non Ducted"
"aircon",0.505,4,"Non Ducted"
"aircon",0.505,4,"Non Ducted"
"aircon",0.505,4,"Non Ducted"
"aircon",0.505,4,"Non Ducted"
"aircon",0.505,4,"Non Ducted"
"aircon",0.505,4,"Non Ducted"
"aircon",0.505,4,"Non Ducted"
"aircon",0.505,4,"Non Ducted"
"aircon",0.71,4,"Non Ducted"
"aircon",0.71,4,"Non Ducted"
"aircon",0.71,4,"Non Ducted"
"aircon",0.71,4,"Non Ducted"
"aircon",0.71,4,"Non Ducted"
"aircon",0.71,4,"Non Ducted"
"aircon",0.71,4,"Non Ducted"
"aircon",0.71,4,"Non Ducted"
"aircon",0.71,4,"Non Ducted"
"aircon",0.71,4,"Non Ducted"
"aircon",0.71,4,"Non Ducted"
"aircon",0.71,4,"Non Ducted"
"aircon",0.71,4,"Non Ducted"
"aircon",0.71,4,"Non Ducted"
"aircon",0.71,4,"Non Ducted"
"aircon",0.71,4,"Non Ducted"
"aircon",0.71,4,"Non Ducted"
"aircon",0.71,4,"Non Ducted"
"aircon",0.71,4,"Non Ducted"
"aircon",0.71,4,"Non Ducted"
"aircon",0.71,4,"Non Ducted"
"aircon",0.71,4,"Non Ducted"
"aircon",0.71,4,"Non Ducted"
"aircon",0.71,4,"Non Ducted"
"aircon",0.71,4,"Non Ducted"
"aircon",0.71,4,"Non Ducted"
"aircon",1.185,3,"Non Ducted"
"aircon",1.185,3,"Non Ducted"
"aircon",1.185,3,"Non Ducted"
"aircon",1.185,3,"Non Ducted"
"aircon",1.185,3,"Non Ducted"
"aircon",1.185,3,"Non Ducted"
"aircon",1.185,3,"Non Ducted"
"aircon",1.185,3,"Non Ducted"
"aircon",1.185,3,"Non Ducted"
"aircon",1.185,3,"Non Ducted"
"aircon",1.185,3,"Non Ducted"
"aircon",1.185,3,"Non Ducted"
"aircon",1.185,3,"Non Ducted"
"aircon",1.185,3,"Non Ducted"
"aircon",1.185,3,"Non Ducted"
"aircon",1.185,3,"Non Ducted"
"aircon",1.185,3,"Non Ducted"
"aircon",1.185,3,"Non Ducted"
"aircon",1.185,3,"Non Ducted"
"aircon",1.185,3,"Non Ducted"
"aircon",1.185,3,"Non Ducted"
"aircon",1.185,3,"Non Ducted"
"aircon",1.185,3,"Non Ducted"
"aircon",1.185,3,"Non Ducted"
"aircon",1.185,3,"Non Ducted"
"aircon",1.185,3,"Non Ducted"
"aircon",0.82,2,"Non Ducted"
"aircon",3.265,0,"Non Ducted"
"aircon",3.265,0,"Non Ducted"
"aircon",2.955,0,"Ducted"
"aircon",8.1,0,"Ducted"
"aircon",7.275,0,"Ducted"
"aircon",1.5525,0,"Ducted"
"aircon",1.96,0,"Non Ducted"
"aircon",2.345,0,"Non Ducted"
"aircon",3.095,0,"Ducted"
"aircon",3.095,0,"Ducted"
"aircon",3.59,0,"Ducted"
"aircon",3.59,0,"Ducted"
"aircon",3.395,0,"Ducted"
"aircon",3.565,0,"Non Ducted"
"aircon",3.995,0,"Non Ducted"
"aircon",4.275,0,"Ducted"
"aircon",4.275,0,"Ducted"
"aircon",4,0,"Ducted"
"aircon",4.205,0,"Non Ducted"
"aircon",4.435,0,"Non Ducted"
"aircon",3.18,0,"Non Ducted"
"aircon",3.055,0,"Non Ducted"
"aircon",2.27,0,"Ducted"
"aircon",4.39,0,"Non Ducted"
"aircon",1.805,2,"Non Ducted"
"aircon",1.905,2,"Non Ducted"
"aircon",1.925,0,"Ducted"
"aircon",2.095,0,"Ducted"
"aircon",2.255,3,"Non Ducted"
"aircon",2.535,2,"Non Ducted"
"aircon",2.51,0,"Ducted"
"aircon",2.91,0,"Ducted"
"aircon",3.165,2,"Non Ducted"
"aircon",3.565,2,"Non Ducted"
"aircon",3.515,0,"Ducted"
"aircon",3.71,0,"Ducted"
"aircon",3.915,2,"Non Ducted"
"aircon",4.415,1,"Non Ducted"
"aircon",4.34,0,"Ducted"
"aircon",4.4,0,"Ducted"
"aircon",2.65,2,"Non Ducted"
"aircon",2.255,0,"Non Ducted"
"aircon",2.535,0,"Non Ducted"
"aircon",2.51,0,"Ducted"
"aircon",2.91,0,"Ducted"
"aircon",3.165,0,"Non Ducted"
"aircon",3.565,0,"Non Ducted"
"aircon",3.515,0,"Ducted"
"aircon",3.71,0,"Ducted"
"aircon",3.915,0,"Non Ducted"
"aircon",4.415,0,"Non Ducted"
"aircon",4.34,0,"Ducted"
"aircon",4.4,0,"Ducted"
"aircon",2.65,0,"Non Ducted"
"aircon",0.525,4,"Non Ducted"
"aircon",1.855,2,"Non Ducted"
"aircon",5.135,0,"Ducted"
"aircon",2.555,0,"Ducted"
"aircon",2.555,0,"Ducted"
"aircon",3.62,0,"Ducted"
"aircon",3.62,0,"Ducted"
"aircon",4.045,0,"Ducted"
"aircon",4.045,0,"Ducted"
"aircon",1.54,0,"Non Ducted"
"aircon",1.72,0,"Non Ducted"
"aircon",3.55,0,"Ducted"
"aircon",3.55,0,"Ducted"
"aircon",1.41,0,"Non Ducted"
"aircon",1.87,0,"Non Ducted"
"aircon",2.975,0,"Non Ducted"
"aircon",1.9,1,"Non Ducted"
"aircon",3.435,0,"Non Ducted"
"aircon",1.48,1,"Non Ducted"
"aircon",2.09,2,"Non Ducted"
"aircon",3.55,0,"Ducted"
"aircon",3.55,0,"Ducted"
"aircon",2.745,0,"Ducted"
"aircon",2.745,0,"Ducted"
"aircon",2.745,0,"Ducted"
"aircon",2.745,0,"Ducted"
"aircon",3.195,1,"Non Ducted"
"aircon",3.94,1,"Non Ducted"
"aircon",3.94,1,"Non Ducted"
"aircon",3.975,0,"Ducted"
"aircon",3.975,0,"Ducted"
"aircon",3.975,0,"Ducted"
"aircon",3.975,0,"Ducted"
"aircon",4.2,0,"Non Ducted"
"aircon",4.2,0,"Non Ducted"
"aircon",2.825,0,"Non Ducted"
"aircon",2.825,0,"Non Ducted"
"aircon",3.77,0,"Non Ducted"
"aircon",3.77,0,"Non Ducted"
"aircon",3,0,"Non Ducted"
"aircon",3,0,"Non Ducted"
"aircon",3,0,"Non Ducted"
"aircon",3,0,"Non Ducted"
"aircon",2.085,0,"Non Ducted"
"aircon",2.165,0,"Non Ducted"
"aircon",2.13,0,"Non Ducted"
"aircon",2.045,0,"Non Ducted"
"aircon",2.045,0,"Non Ducted"
"aircon",2.07,0,"Ducted"
"aircon",1.875,0,"Ducted"
"aircon",1.875,0,"Ducted"
"aircon",1.63,0,"Ducted"
"aircon",1.63,0,"Ducted"
"aircon",1.63,0,"Ducted"
"aircon",2.07,0,"Ducted"
"aircon",2.015,0,"Ducted"
"aircon",2.015,0,"Ducted"
"aircon",4.525,1,"Ducted"
"aircon",4.4,1,"Non Ducted"
"aircon",1.505,2,"Non Ducted"
"aircon",5.885,0,"Ducted"
"aircon",3.2,1,"Ducted"
"aircon",3.25,1,"Non Ducted"
"aircon",3.85,1,"Ducted"
"aircon",3.85,1,"Non Ducted"
"aircon",2.23,1,"Ducted"
"aircon",2.3,1,"Non Ducted"
"aircon",5,0,"Ducted"
"aircon",0.71,0,"Ducted"
"aircon",5,0,"Ducted"
"aircon",4.525,0,"Ducted"
"aircon",3.85,0,"Ducted"
"aircon",3.2,0,"Ducted"
"aircon",2.23,0,"Ducted"
"aircon",6.03,0,"Ducted"
"aircon",7.07,0,"Ducted"
"aircon",1.49,2,"Non Ducted"
"aircon",2.555,0,"Ducted"
"aircon",2.555,0,"Ducted"
"aircon",0.655,3,"Non Ducted"
"aircon",1,2,"Non Ducted"
"aircon",1.45,2,"Non Ducted"
