"app","powerkW","star","Configuration1"
"aircon",2.96,0,"Ducted"
"aircon",4.275,1,"Non Ducted"
"aircon",3.82,1,"Non Ducted"
"aircon",3.19,2,"Non Ducted"
"aircon",2.145,1,"Non Ducted"
"aircon",2.02,2,"Non Ducted"
"aircon",0.95,0,"Ducted"
"aircon",0.61,3,"Non Ducted"
"aircon",0.62,3,"Non Ducted"
"aircon",1.005,2,"Non Ducted"
"aircon",1.465,2,"Non Ducted"
"aircon",0.685,4,"Non Ducted"
"aircon",2.3,0,"Non Ducted"
"aircon",3.25,0,"Non Ducted"
"aircon",3.85,0,"Non Ducted"
"aircon",4.4,0,"Non Ducted"
"aircon",3.2,0,"Ducted"
"aircon",3.85,0,"Ducted"
"aircon",2.23,0,"Ducted"
"aircon",5,0,"Ducted"
"aircon",4.525,0,"Ducted"
"aircon",0.82,2,"Non Ducted"
"aircon",0.955,2,"Non Ducted"
"aircon",1.275,2,"Non Ducted"
"aircon",3.375,0,"Non Ducted"
"aircon",3.05,0,"Non Ducted"
"aircon",1.53,0,"Non Ducted"
"aircon",2.485,0,"Non Ducted"
"aircon",2.34,0,"Non Ducted"
"aircon",0.69,2,"Non Ducted"
"aircon",0.935,2,"Non Ducted"
"aircon",1.49,1,"Non Ducted"
"aircon",2.345,1,"Non Ducted"
"aircon",0.935,3,"Non Ducted"
"aircon",1.405,0,"Ducted"
"aircon",2.565,0,"Ducted"
"aircon",3.415,0,"Ducted"
"aircon",4.05,0,"Ducted"
"aircon",0.465,4,"Non Ducted"
"aircon",0.79,3,"Non Ducted"
"aircon",0.565,4,"Non Ducted"
"aircon",1.155,2,"Non Ducted"
"aircon",1.22,3,"Non Ducted"
"aircon",1.575,2,"Non Ducted"
"aircon",1.905,2,"Non Ducted"
"aircon",2.435,2,"Non Ducted"
"aircon",2.91,1,"Non Ducted"
"aircon",1.395,2,"Non Ducted"
"aircon",0.51,3,"Non Ducted"
"aircon",0.585,3,"Non Ducted"
"aircon",0.835,3,"Non Ducted"
"aircon",1.2,2,"Non Ducted"
"aircon",1.355,2,"Non Ducted"
"aircon",1.685,2,"Non Ducted"
"aircon",2.01,2,"Non Ducted"
"aircon",1.34,0,"Non Ducted"
"aircon",2.135,0,"Ducted"
"aircon",1.885,0,"Non Ducted"
"aircon",1.47,2,"Non Ducted"
"aircon",1.53,0,"Ducted"
"aircon",1.465,0,"Non Ducted"
"aircon",2.125,1,"Non Ducted"
"aircon",2.1,2,"Non Ducted"
"aircon",2.43,2,"Non Ducted"
"aircon",5.48,0,"Ducted"
"aircon",0.505,4,"Non Ducted"
"aircon",0.695,2,"Non Ducted"
"aircon",0.595,4,"Non Ducted"
"aircon",2.165,1,"Non Ducted"
"aircon",2.23,0,"Ducted"
"aircon",5,0,"Ducted"
"aircon",2.67,0,"Ducted"
"aircon",3.505,0,"Ducted"
"aircon",0.875,3,"Non Ducted"
"aircon",1.365,2,"Non Ducted"
"aircon",0.745,1,"Non Ducted"
"aircon",4.265,0,"Ducted"
"aircon",0.54,3,"Non Ducted"
"aircon",0.54,3,"Non Ducted"
"aircon",2.45,2,"Non Ducted"
"aircon",2.93,1,"Non Ducted"
"aircon",1.185,3,"Non Ducted"
"aircon",4.105,0,"Ducted"
"aircon",1.95,1,"Non Ducted"
"aircon",1.48,2,"Non Ducted"
"aircon",3.2,0,"Ducted"
"aircon",3.2,0,"Ducted"
"aircon",3.2,0,"Ducted"
"aircon",3.85,0,"Ducted"
"aircon",3.85,0,"Ducted"
"aircon",3.85,0,"Ducted"
"aircon",4.525,0,"Ducted"
"aircon",4.525,0,"Ducted"
"aircon",4.525,0,"Ducted"
"aircon",2.68,0,"Ducted"
"aircon",3.45,0,"Ducted"
"aircon",4.08,0,"Ducted"
"aircon",1.75,1,"Non Ducted"
"aircon",3.115,0,"Ducted"
"aircon",3.45,0,"Ducted"
"aircon",4.08,0,"Ducted"
"aircon",0.775,1,"Non Ducted"
"aircon",1.135,1,"Non Ducted"
"aircon",0.67,3,"Non Ducted"
"aircon",0.945,2,"Non Ducted"
"aircon",1.57,2,"Non Ducted"
"aircon",2.08,1,"Non Ducted"
"aircon",3.75,0,"Ducted"
"aircon",0.615,1,"Non Ducted"
"aircon",0.915,2,"Non Ducted"
"aircon",0.915,2,"Non Ducted"
"aircon",0.915,2,"Non Ducted"
"aircon",0.915,2,"Non Ducted"
"aircon",0.705,2,"Non Ducted"
"aircon",0.705,2,"Non Ducted"
"aircon",0.705,2,"Non Ducted"
"aircon",0.705,2,"Non Ducted"
"aircon",0.74,2,"Non Ducted"
"aircon",3.02,0,"Ducted"
"aircon",3.545,0,"Ducted"
"aircon",3.545,0,"Ducted"
"aircon",3.46,0,"Ducted"
"aircon",3.46,0,"Ducted"
"aircon",4.19,0,"Ducted"
"aircon",4.19,0,"Ducted"
"aircon",4.36,0,"Ducted"
"aircon",4.36,0,"Ducted"
"aircon",4.955,0,"Ducted"
"aircon",4.955,0,"Ducted"
"aircon",4.81,0,"Ducted"
"aircon",4.81,0,"Ducted"
"aircon",5.545,0,"Ducted"
"aircon",5.545,0,"Ducted"
"aircon",5.545,0,"Ducted"
"aircon",6.37,0,"Ducted"
"aircon",6.37,0,"Ducted"
"aircon",4.22,0,"Ducted"
"aircon",2.065,0,"Ducted"
"aircon",3.775,0,"Ducted"
"aircon",4.205,0,"Ducted"
"aircon",3.775,0,"Ducted"
"aircon",4.2,0,"Ducted"
"aircon",0.505,4,"Non Ducted"
"aircon",0.71,4,"Non Ducted"
"aircon",1.185,3,"Non Ducted"
"aircon",0.66,2,"Non Ducted"
"aircon",1.95,2,"Non Ducted"
"aircon",0.795,2,"Non Ducted"
"aircon",0.65,2,"Non Ducted"
"aircon",0.705,2,"Non Ducted"
"aircon",0.99,2,"Non Ducted"
"aircon",1.69,1,"Non Ducted"
"aircon",1.93,1,"Non Ducted"
"aircon",2.22,1,"Non Ducted"
"aircon",2.505,1,"Non Ducted"
"aircon",6.33,0,"Ducted"
"aircon",13.72,0,"Non Ducted"
"aircon",13.72,0,"Non Ducted"
"aircon",13.72,0,"Non Ducted"
"aircon",11.245,0,"Non Ducted"
"aircon",11.245,0,"Non Ducted"
"aircon",11.245,0,"Non Ducted"
"aircon",4.47,0,"Ducted"
"aircon",4.47,0,"Ducted"
"aircon",4.47,0,"Ducted"
"aircon",4.47,0,"Ducted"
"aircon",4.47,0,"Ducted"
"aircon",3.75,0,"Ducted"
"aircon",3.75,0,"Ducted"
"aircon",3.75,0,"Ducted"
"aircon",3.75,0,"Ducted"
"aircon",3.755,0,"Ducted"
"aircon",2.795,0,"Ducted"
"aircon",2.795,0,"Ducted"
"aircon",2.96,0,"Ducted"
"aircon",2.96,0,"Ducted"
"aircon",4.47,0,"Ducted"
"aircon",4.47,0,"Ducted"
"aircon",4.47,0,"Ducted"
"aircon",4.47,0,"Ducted"
"aircon",4.47,0,"Ducted"
"aircon",4.425,0,"Ducted"
"aircon",3.06,0,"Ducted"
"aircon",3.06,0,"Ducted"
"aircon",3.06,0,"Ducted"
"aircon",3.06,0,"Ducted"
"aircon",3.06,0,"Ducted"
"aircon",0.505,4,"Non Ducted"
"aircon",0.71,4,"Non Ducted"
"aircon",1.185,3,"Non Ducted"
"aircon",1.95,2,"Non Ducted"
"aircon",2.13,2,"Non Ducted"
"aircon",1.94,2,"Non Ducted"
"aircon",0.98,3,"Non Ducted"
"aircon",2.64,0,"Ducted"
"aircon",4.56,0,"Ducted"
"aircon",4.56,0,"Ducted"
"aircon",2.715,0,"Ducted"
"aircon",4.5,0,"Ducted"
"aircon",2.715,0,"Ducted"
"aircon",4.5,0,"Ducted"
"aircon",1.455,0,"Ducted"
"aircon",2.105,0,"Ducted"
"aircon",3.58,0,"Ducted"
"aircon",3.58,0,"Ducted"
"aircon",2.715,2,"Non Ducted"
"aircon",2.755,2,"Non Ducted"
"aircon",3.775,2,"Non Ducted"
"aircon",4.615,1,"Non Ducted"
"aircon",4.55,1,"Non Ducted"
"aircon",4.5,0,"Ducted"
"aircon",0.65,2,"Non Ducted"
"aircon",0.82,2,"Non Ducted"
"aircon",1.465,2,"Non Ducted"
"aircon",2,2,"Non Ducted"
"aircon",2.345,1,"Non Ducted"
"aircon",0.505,4,"Non Ducted"
"aircon",1.185,3,"Non Ducted"
"aircon",0.585,4,"Non Ducted"
"aircon",0.71,4,"Non Ducted"
"aircon",4.8,0,"Ducted"
"aircon",4.8,0,"Ducted"
"aircon",4.8,0,"Ducted"
"aircon",4.8,0,"Ducted"
"aircon",4.275,0,"Ducted"
"aircon",4.275,0,"Ducted"
"aircon",4.275,0,"Ducted"
"aircon",4.275,0,"Ducted"
"aircon",3.845,0,"Ducted"
"aircon",3.845,0,"Ducted"
"aircon",3.845,0,"Ducted"
"aircon",3.845,0,"Ducted"
"aircon",1.95,2,"Non Ducted"
"aircon",1.95,2,"Non Ducted"
"aircon",0.71,4,"Non Ducted"
"aircon",1.185,3,"Non Ducted"
"aircon",0.505,4,"Non Ducted"
"aircon",1.96,2,"Non Ducted"
"aircon",0.72,2,"Non Ducted"
"aircon",1.96,2,"Non Ducted"
"aircon",1.015,2,"Non Ducted"
"aircon",1.595,1,"Non Ducted"
"aircon",1.925,1,"Non Ducted"
"aircon",2.385,2,"Non Ducted"
"aircon",3.775,2,"Non Ducted"
"aircon",4.44,0,"Ducted"
"aircon",4.44,0,"Ducted"
"aircon",4.44,0,"Ducted"
"aircon",5.765,0,"Ducted"
"aircon",4.745,0,"Ducted"
"aircon",4.745,0,"Ducted"
"aircon",4.745,0,"Ducted"
"aircon",3.765,0,"Ducted"
"aircon",4.46,0,"Non Ducted"
"aircon",3.44,0,"Non Ducted"
"aircon",4.395,0,"Non Ducted"
"aircon",3.11,0,"Ducted"
"aircon",0.865,3,"Non Ducted"
"aircon",4.315,0,"Ducted"
"aircon",4.905,0,"Ducted"
"aircon",5.6,0,"Ducted"
"aircon",6.335,0,"Ducted"
"aircon",4.565,0,"Ducted"
"aircon",4.31,0,"Ducted"
"aircon",1.56,0,"Ducted"
"aircon",2.115,2,"Non Ducted"
"aircon",0.56,4,"Non Ducted"
"aircon",1.205,2,"Non Ducted"
"aircon",0.87,3,"Non Ducted"
"aircon",1.68,2,"Non Ducted"
"aircon",1.22,3,"Non Ducted"
"aircon",0.7,2,"Non Ducted"
"aircon",0.99,2,"Non Ducted"
"aircon",1.535,1,"Non Ducted"
"aircon",1.755,1,"Non Ducted"
"aircon",0.715,2,"Non Ducted"
"aircon",1.015,2,"Non Ducted"
"aircon",1.555,1,"Non Ducted"
"aircon",1.815,1,"Non Ducted"
"aircon",0.69,2,"Non Ducted"
"aircon",1.015,2,"Non Ducted"
"aircon",1.6,2,"Non Ducted"
"aircon",4.785,0,"Ducted"
"aircon",6.07,0,"Ducted"
"aircon",1.385,0,"Ducted"
"aircon",1.385,0,"Ducted"
"aircon",1.785,0,"Ducted"
"aircon",1.785,0,"Ducted"
"aircon",1.99,0,"Ducted"
"aircon",1.99,0,"Ducted"
"aircon",1.99,0,"Ducted"
"aircon",0.785,0,"Ducted"
"aircon",0.785,0,"Ducted"
"aircon",0.785,0,"Ducted"
"aircon",1.06,0,"Ducted"
"aircon",1.06,0,"Ducted"
"aircon",1.06,0,"Ducted"
"aircon",1.53,0,"Ducted"
"aircon",1.53,0,"Ducted"
"aircon",1.53,0,"Ducted"
"aircon",1.865,0,"Ducted"
"aircon",1.865,0,"Ducted"
"aircon",1.865,0,"Ducted"
"aircon",2.18,0,"Ducted"
"aircon",2.18,0,"Ducted"
"aircon",2.18,0,"Ducted"
"aircon",1.465,0,"Non Ducted"
"aircon",1.66,0,"Non Ducted"
"aircon",2.11,0,"Non Ducted"
"aircon",2.02,0,"Non Ducted"
"aircon",4.335,0,"Ducted"
"aircon",4.275,0,"Ducted"
"aircon",0.77,0,"Ducted"
"aircon",0.77,0,"Ducted"
"aircon",1.09,0,"Ducted"
"aircon",1.09,0,"Ducted"
"aircon",1.59,0,"Ducted"
"aircon",1.59,0,"Ducted"
"aircon",1.92,0,"Ducted"
"aircon",1.92,0,"Ducted"
"aircon",2.295,0,"Ducted"
"aircon",2.295,0,"Ducted"
"aircon",2.915,0,"Non Ducted"
"aircon",2.685,0,"Non Ducted"
"aircon",2.955,0,"Non Ducted"
"aircon",2.955,0,"Non Ducted"
"aircon",2.735,0,"Ducted"
"aircon",2.735,0,"Ducted"
"aircon",2.45,0,"Ducted"
"aircon",2.68,0,"Ducted"
"aircon",2.04,2,"Non Ducted"
"aircon",2.365,2,"Non Ducted"
"aircon",0.715,2,"Non Ducted"
"aircon",3.205,0,"Ducted"
"aircon",3.205,0,"Ducted"
"aircon",2.13,1,"Non Ducted"
"aircon",0.55,4,"Non Ducted"
"aircon",2.6,1,"Non Ducted"
"aircon",0.655,3,"Non Ducted"
"aircon",2.6,1,"Non Ducted"
"aircon",0.62,3,"Non Ducted"
"aircon",0.855,3,"Non Ducted"
"aircon",0.96,2,"Non Ducted"
"aircon",1.42,2,"Non Ducted"
"aircon",3.755,0,"Ducted"
"aircon",3.755,0,"Ducted"
"aircon",4.35,0,"Ducted"
"aircon",4.35,0,"Ducted"
"aircon",2.09,2,"Non Ducted"
"aircon",0.985,2,"Non Ducted"
"aircon",1.315,3,"Non Ducted"
"aircon",1.545,2,"Non Ducted"
"aircon",4.21,0,"Ducted"
"aircon",3.675,0,"Ducted"
"aircon",3.22,0,"Ducted"
"aircon",0.485,4,"Non Ducted"
"aircon",0.485,4,"Non Ducted"
"aircon",0.485,4,"Non Ducted"
"aircon",0.58,4,"Non Ducted"
"aircon",0.58,4,"Non Ducted"
"aircon",0.58,4,"Non Ducted"
"aircon",1.44,2,"Non Ducted"
"aircon",1.44,2,"Non Ducted"
"aircon",1.44,2,"Non Ducted"
"aircon",0.815,3,"Non Ducted"
"aircon",0.815,3,"Non Ducted"
"aircon",0.815,3,"Non Ducted"
"aircon",0.695,2,"Non Ducted"
"aircon",2.165,1,"Non Ducted"
"aircon",1.12,1,"Non Ducted"
"aircon",1.525,1,"Non Ducted"
"aircon",1.75,1,"Non Ducted"
"aircon",1.12,1,"Non Ducted"
"aircon",1.525,1,"Non Ducted"
"aircon",1.75,1,"Non Ducted"
"aircon",2.095,0,"Non Ducted"
"aircon",0.48,4,"Non Ducted"
"aircon",0.595,4,"Non Ducted"
"aircon",0.84,3,"Non Ducted"
"aircon",1.22,3,"Non Ducted"
"aircon",1.64,2,"Non Ducted"
"aircon",1.995,2,"Non Ducted"
"aircon",3.195,1,"Non Ducted"
"aircon",0.39,5,"Non Ducted"
"aircon",2.4,2,"Non Ducted"
"aircon",2.81,2,"Non Ducted"
"aircon",0.515,4,"Non Ducted"
"aircon",0.82,3,"Non Ducted"
"aircon",1.3,3,"Non Ducted"
"aircon",1.68,2,"Non Ducted"
"aircon",0.675,3,"Non Ducted"
"aircon",0.84,2,"Non Ducted"
"aircon",0.65,2,"Non Ducted"
"aircon",0.82,2,"Non Ducted"
"aircon",0.52,4,"Non Ducted"
"aircon",1.205,3,"Non Ducted"
"aircon",1.465,2,"Non Ducted"
"aircon",2,2,"Non Ducted"
"aircon",0.4425,2,"Non Ducted"
"aircon",0.4425,2,"Non Ducted"
"aircon",0.4425,2,"Non Ducted"
"aircon",2.6915,1,"Non Ducted"
"aircon",2.6915,1,"Non Ducted"
"aircon",2.6915,1,"Non Ducted"
"aircon",2.345,1,"Non Ducted"
"aircon",1.17,1,"Non Ducted"
"aircon",0.615,1,"Non Ducted"
"aircon",0.785,1,"Non Ducted"
"aircon",0.595,4,"Non Ducted"
"aircon",0.875,3,"Non Ducted"
"aircon",1.365,2,"Non Ducted"
"aircon",2.07,2,"Non Ducted"
"aircon",0.875,3,"Non Ducted"
"aircon",1.365,2,"Non Ducted"
"aircon",2.07,2,"Non Ducted"
"aircon",2.705,2,"Non Ducted"
"aircon",2.705,2,"Non Ducted"
"aircon",2.53,1,"Non Ducted"
"aircon",2.915,1,"Non Ducted"
"aircon",1.59,2,"Non Ducted"
"aircon",1.59,2,"Non Ducted"
"aircon",1.59,2,"Non Ducted"
"aircon",1.93,2,"Non Ducted"
"aircon",1.93,2,"Non Ducted"
"aircon",1.93,2,"Non Ducted"
"aircon",2.31,2,"Non Ducted"
"aircon",2.31,2,"Non Ducted"
"aircon",2.31,2,"Non Ducted"
"aircon",2.6,2,"Non Ducted"
"aircon",2.6,2,"Non Ducted"
"aircon",2.6,2,"Non Ducted"
"aircon",1.61,2,"Non Ducted"
"aircon",1.585,2,"Non Ducted"
"aircon",2.175,2,"Non Ducted"
"aircon",3.065,1,"Non Ducted"
"aircon",3.835,1,"Non Ducted"
"aircon",2.67,2,"Non Ducted"
"aircon",0.67,2,"Non Ducted"
"aircon",0.545,4,"Non Ducted"
"aircon",0.83,3,"Non Ducted"
"aircon",1.43,2,"Non Ducted"
"aircon",2.67,1,"Non Ducted"
"aircon",1.87,1,"Non Ducted"
"aircon",1.87,1,"Non Ducted"
"aircon",1.87,1,"Non Ducted"
"aircon",0.595,4,"Non Ducted"
"aircon",4.575,0,"Ducted"
"aircon",4.395,0,"Ducted"
"aircon",5.925,0,"Ducted"
"aircon",0.65,2,"Non Ducted"
"aircon",0.91,2,"Non Ducted"
"aircon",1.475,2,"Non Ducted"
"aircon",2.075,1,"Non Ducted"
"aircon",6.885,0,"Ducted"
"aircon",10.005,0,"Ducted"
"aircon",0.745,0,"Ducted"
"aircon",0.745,0,"Ducted"
"aircon",1.065,0,"Ducted"
"aircon",1.065,0,"Ducted"
"aircon",1.505,0,"Ducted"
"aircon",6.26,0,"Ducted"
"aircon",8.03,0,"Ducted"
"aircon",2.14,0,"Ducted"
"aircon",2.665,0,"Ducted"
"aircon",3.065,0,"Ducted"
"aircon",3.79,0,"Ducted"
"aircon",4.505,0,"Non Ducted"
"aircon",2.96,2,"Non Ducted"
"aircon",3.665,0,"Ducted"
"aircon",3.115,0,"Ducted"
"aircon",2.243,0,"Ducted"
"aircon",1.58,0,"Ducted"
"aircon",1.27,0,"Ducted"
"aircon",0.684,0,"Ducted"
"aircon",2.53,0,"Ducted"
"aircon",1.795,0,"Ducted"
"aircon",1.091,0,"Ducted"
"aircon",5.156,0,"Ducted"
"aircon",4.595,0,"Ducted"
"aircon",0.655,3,"Non Ducted"
"aircon",1.015,2,"Non Ducted"
"aircon",1.51,2,"Non Ducted"
"aircon",1.99,2,"Non Ducted"
"aircon",2.215,2,"Non Ducted"
"aircon",0.705,2,"Non Ducted"
"aircon",1.33,2,"Non Ducted"
"aircon",1.36,2,"Non Ducted"
"aircon",3.86,1,"Non Ducted"
"aircon",4.395,0,"Non Ducted"
"aircon",3.24,0,"Ducted"
"aircon",3.705,0,"Ducted"
"aircon",0.945,2,"Non Ducted"
"aircon",3.35,0,"Ducted"
"aircon",5.225,0,"Ducted"
"aircon",3.215,0,"Ducted"
"aircon",4.625,0,"Ducted"
"aircon",3.935,0,"Ducted"
"aircon",3.845,0,"Ducted"
"aircon",5.69,0,"Ducted"
"aircon",6.75,0,"Ducted"
"aircon",2.405,0,"Ducted"
"aircon",6.985,0,"Ducted"
"aircon",2.185,2,"Non Ducted"
"aircon",2.505,2,"Non Ducted"
"aircon",2.575,2,"Non Ducted"
"aircon",3.665,2,"Non Ducted"
"aircon",4.135,2,"Non Ducted"
"aircon",4.26,0,"Ducted"
"aircon",4.955,0,"Ducted"
"aircon",2.29,1,"Non Ducted"
"aircon",2.29,1,"Non Ducted"
"aircon",2.29,1,"Non Ducted"
"aircon",2.29,1,"Non Ducted"
"aircon",4.925,0,"Ducted"
"aircon",3.745,0,"Ducted"
"aircon",2.135,0,"Ducted"
"aircon",2.675,0,"Ducted"
"aircon",3.09,0,"Ducted"
"aircon",3.505,0,"Ducted"
"aircon",4.185,0,"Ducted"
"aircon",0.59,4,"Non Ducted"
"aircon",0.97,2,"Non Ducted"
"aircon",1.445,2,"Non Ducted"
"aircon",0.615,1,"Non Ducted"
"aircon",0.785,1,"Non Ducted"
"aircon",0.615,1,"Non Ducted"
"aircon",0.785,1,"Non Ducted"
"aircon",1.12,1,"Non Ducted"
"aircon",0.9625,2,"Non Ducted"
"aircon",0.9625,2,"Non Ducted"
"aircon",0.9625,2,"Non Ducted"
"aircon",1.75,1,"Non Ducted"
"aircon",1.52,1,"Non Ducted"
"aircon",0.615,1,"Non Ducted"
"aircon",3.8,0,"Ducted"
"aircon",3.8,0,"Ducted"
"aircon",3.8,0,"Ducted"
"aircon",0.785,1,"Non Ducted"
"aircon",4.255,0,"Ducted"
"aircon",4.255,0,"Ducted"
"aircon",4.255,0,"Ducted"
"aircon",4.96,0,"Ducted"
"aircon",4.96,0,"Ducted"
"aircon",4.96,0,"Ducted"
"aircon",1.12,1,"Non Ducted"
"aircon",4.885,0,"Ducted"
"aircon",4.885,0,"Ducted"
"aircon",4.885,0,"Ducted"
"aircon",1.52,1,"Non Ducted"
"aircon",2.825,0,"Ducted"
"aircon",1.75,1,"Non Ducted"
"aircon",2.655,0,"Ducted"
"aircon",3.24,0,"Ducted"
"aircon",3.25,0,"Ducted"
"aircon",3.915,0,"Ducted"
"aircon",3.77,0,"Ducted"
"aircon",4.385,0,"Ducted"
"aircon",6.335,0,"Ducted"
"aircon",6.335,0,"Ducted"
"aircon",6.335,0,"Ducted"
"aircon",5.6,0,"Ducted"
"aircon",5.6,0,"Ducted"
"aircon",5.6,0,"Ducted"
"aircon",4.315,0,"Ducted"
"aircon",4.315,0,"Ducted"
"aircon",4.315,0,"Ducted"
"aircon",4.19,0,"Ducted"
"aircon",4.81,0,"Ducted"
"aircon",8.21,0,"Ducted"
"aircon",8.21,0,"Ducted"
"aircon",8.21,0,"Ducted"
"aircon",8.21,0,"Ducted"
"aircon",2.21,1,"Ducted"
"aircon",3.09,2,"Ducted"
"aircon",3.85,2,"Ducted"
"aircon",4.27,2,"Ducted"
"aircon",4.8,2,"Ducted"
"aircon",12.365,0,"Ducted"
"aircon",0.595,4,"Non Ducted"
"aircon",5.925,0,"Ducted"
"aircon",6.925,0,"Ducted"
"aircon",1.365,2,"Non Ducted"
"aircon",2.29,1,"Non Ducted"
"aircon",2.6915,1,"Non Ducted"
"aircon",8.515,0,"Ducted"
"aircon",2.125,1,"Non Ducted"
"aircon",2.125,1,"Non Ducted"
"aircon",2.125,1,"Non Ducted"
"aircon",2.57,1,"Non Ducted"
"aircon",2.57,1,"Non Ducted"
"aircon",2.57,1,"Non Ducted"
"aircon",1.52,1,"Non Ducted"
"aircon",1.52,1,"Non Ducted"
"aircon",6.925,0,"Ducted"
"aircon",6.925,0,"Ducted"
"aircon",3.67,0,"Ducted"
"aircon",4.245,0,"Ducted"
"aircon",2.075,2,"Ducted"
"aircon",1.95,2,"Non Ducted"
"aircon",1.185,3,"Non Ducted"
"aircon",9.15,0,"Ducted"
"aircon",9.8,0,"Ducted"
"aircon",9.15,0,"Ducted"
"aircon",9.15,0,"Ducted"
"aircon",9.15,0,"Ducted"
"aircon",9.15,0,"Ducted"
"aircon",8.515,0,"Ducted"
"aircon",8.515,0,"Ducted"
"aircon",8.515,0,"Ducted"
"aircon",8.515,0,"Ducted"
"aircon",12.365,0,"Ducted"
"aircon",12.365,0,"Ducted"
"aircon",12.365,0,"Ducted"
"aircon",12.365,0,"Ducted"
"aircon",3.1,1,"Ducted"
"aircon",0.66,3,"Non Ducted"
"aircon",1.005,2,"Non Ducted"
"aircon",4.3,1,"Ducted"
"aircon",4.75,1,"Ducted"
"aircon",6.2,0,"Ducted"
"aircon",7.4,0,"Ducted"
"aircon",9.8,0,"Ducted"
"aircon",9.8,0,"Ducted"
"aircon",9.8,0,"Ducted"
"aircon",9.8,0,"Ducted"
"aircon",1.805,2,"Non Ducted"
"aircon",2.255,3,"Non Ducted"
"aircon",2.255,0,"Non Ducted"
"aircon",3.165,2,"Non Ducted"
"aircon",1.365,2,"Non Ducted"
"aircon",3.165,0,"Non Ducted"
"aircon",3.915,2,"Non Ducted"
"aircon",1.775,2,"Non Ducted"
"aircon",3.915,0,"Non Ducted"
"aircon",2.325,2,"Non Ducted"
"aircon",3.155,2,"Non Ducted"
"aircon",3.845,2,"Non Ducted"
"aircon",2.325,2,"Non Ducted"
"aircon",3.155,2,"Non Ducted"
"aircon",3.845,2,"Non Ducted"
"aircon",0.645,3,"Non Ducted"
"aircon",0.985,3,"Non Ducted"
"aircon",1.33,3,"Non Ducted"
"aircon",1.7,3,"Non Ducted"
"aircon",2.125,3,"Non Ducted"
"aircon",1.38,0,"Ducted"
"aircon",1.84,0,"Ducted"
"aircon",2.49,0,"Ducted"
"aircon",0.6725,2,"Non Ducted"
"aircon",0.6725,2,"Non Ducted"
"aircon",0.6725,2,"Non Ducted"
"aircon",0.6725,2,"Non Ducted"
"aircon",0.9925,2,"Non Ducted"
"aircon",0.9925,2,"Non Ducted"
"aircon",0.9925,2,"Non Ducted"
"aircon",0.9925,2,"Non Ducted"
"aircon",2.49,0,"Ducted"
"aircon",3.48,0,"Ducted"
"aircon",3.48,0,"Ducted"
"aircon",3.9,0,"Ducted"
"aircon",3.9,0,"Ducted"
"aircon",1.84,0,"Ducted"
"aircon",2.5,0,"Ducted"
"aircon",2.5,0,"Ducted"
"aircon",3.64,0,"Ducted"
"aircon",3.64,0,"Ducted"
"aircon",4.235,0,"Ducted"
"aircon",4.235,0,"Ducted"
"aircon",0.65,3,"Non Ducted"
"aircon",1.075,2,"Non Ducted"
"aircon",1.5,1,"Non Ducted"
"aircon",0.62,3,"Non Ducted"
"aircon",0.62,3,"Non Ducted"
"aircon",0.62,3,"Non Ducted"
"aircon",0.955,2,"Non Ducted"
"aircon",0.955,2,"Non Ducted"
"aircon",0.955,2,"Non Ducted"
"aircon",1.53,2,"Non Ducted"
"aircon",1.53,2,"Non Ducted"
"aircon",1.53,2,"Non Ducted"
"aircon",4.9,0,"Ducted"
"aircon",1.9,0,"Ducted"
