"app","powerkW","star","Prog.Time"
"dishwasher",1.04657534246575,2,114
"dishwasher",1.06027397260274,2,126
"dishwasher",1.06027397260274,2,126
"dishwasher",0.580821917808219,4,97
"dishwasher",0.580821917808219,4,97.72
"dishwasher",0.580821917808219,4,99
"dishwasher",0.873972602739726,3,124
"dishwasher",0.901369863013699,3,113.88
"dishwasher",0.901369863013699,3,113.88
"dishwasher",0.901369863013699,3,113.88
"dishwasher",0.901369863013699,3,113.88
"dishwasher",0.750684931506849,3,112
"dishwasher",0.750684931506849,3,112
"dishwasher",0.750684931506849,3,112
"dishwasher",0.367123287671233,4,186
"dishwasher",0.367123287671233,4,186
"dishwasher",0.367123287671233,4,186
"dishwasher",0.904109589041096,3,133
"dishwasher",0.904109589041096,3,133
"dishwasher",0.904109589041096,3,133
"dishwasher",0.904109589041096,3,133
"dishwasher",0.523287671232877,2,107.55
"dishwasher",0.904109589041096,3,136
"dishwasher",0.904109589041096,3,136
"dishwasher",0.904109589041096,3,136
"dishwasher",0.904109589041096,3,136
"dishwasher",0.772602739726027,3,129
"dishwasher",0.772602739726027,3,129
"dishwasher",0.772602739726027,3,129
"dishwasher",0.772602739726027,3,129
"dishwasher",0.772602739726027,3,129
"dishwasher",0.772602739726027,3,129
"dishwasher",0.772602739726027,3,129
"dishwasher",0.871232876712329,3,159
"dishwasher",0.871232876712329,3,159
"dishwasher",0.871232876712329,3,159
"dishwasher",0.726027397260274,4,169
"dishwasher",0.726027397260274,4,169
"dishwasher",0.726027397260274,4,169
"dishwasher",0.887671232876712,3,120
"dishwasher",0.887671232876712,3,120
"dishwasher",0.887671232876712,3,120
"dishwasher",0.89041095890411,3,158
"dishwasher",0.89041095890411,3,158
"dishwasher",0.89041095890411,3,158
"dishwasher",0.89041095890411,3,158
"dishwasher",0.89041095890411,3,158
"dishwasher",0.73972602739726,4,142
"dishwasher",0.73972602739726,4,142
"dishwasher",0.73972602739726,4,142
"dishwasher",0.695890410958904,3,112
"dishwasher",0.695890410958904,3,112
"dishwasher",0.695890410958904,3,112
"dishwasher",0.695890410958904,3,112
"dishwasher",0.887671232876712,3,142
"dishwasher",0.887671232876712,3,142
"dishwasher",0.887671232876712,3,142
"dishwasher",0.887671232876712,3,142
"dishwasher",0.887671232876712,3,142
"dishwasher",0.887671232876712,3,142
"dishwasher",0.887671232876712,3,142
"dishwasher",0.772602739726027,3,129
"dishwasher",0.819178082191781,3,142.59
"dishwasher",0.958904109589041,3,195
"dishwasher",0.449315068493151,3,129.91
"dishwasher",0.671232876712329,4,165
"dishwasher",0.791780821917808,4,140
"dishwasher",0.657534246575342,4,142
"dishwasher",0.758904109589041,3,129
"dishwasher",0.665753424657534,4,142
"dishwasher",0.665753424657534,4,142
"dishwasher",0.665753424657534,4,142
"dishwasher",0.665753424657534,4,142
"dishwasher",0.665753424657534,4,142
"dishwasher",0.665753424657534,4,142
"dishwasher",0.665753424657534,4,142
"dishwasher",0.665753424657534,4,142
"dishwasher",0.665753424657534,4,142
"dishwasher",0.665753424657534,4,142
"dishwasher",0.665753424657534,4,142
"dishwasher",0.805479452054795,4,156
"dishwasher",0.665753424657534,4,142
"dishwasher",0.665753424657534,4,142
"dishwasher",0.665753424657534,4,142
"dishwasher",0.665753424657534,4,142
"dishwasher",0.665753424657534,4,142
"dishwasher",0.665753424657534,4,142
"dishwasher",0.665753424657534,4,142
"dishwasher",0.849315068493151,3,107
"dishwasher",0.731506849315068,4,147
"dishwasher",0.731506849315068,4,147
"dishwasher",0.731506849315068,4,147
"dishwasher",0.731506849315068,4,147
"dishwasher",0.731506849315068,4,147
"dishwasher",0.731506849315068,4,147
"dishwasher",0.731506849315068,4,147
"dishwasher",0.805479452054795,4,158
"dishwasher",0.805479452054795,4,158
"dishwasher",0.805479452054795,4,158
"dishwasher",0.613698630136986,3,129.01
"dishwasher",0.734246575342466,4,134
"dishwasher",0.734246575342466,4,134
"dishwasher",0.734246575342466,4,134
"dishwasher",0.734246575342466,4,134
"dishwasher",0.734246575342466,4,134
"dishwasher",0.852054794520548,3,110
"dishwasher",0.695890410958904,3,104
"dishwasher",0.852054794520548,3,113
"dishwasher",0.852054794520548,3,113
"dishwasher",0.852054794520548,3,113
"dishwasher",0.852054794520548,3,113
"dishwasher",0.852054794520548,3,113
"dishwasher",0.852054794520548,3,113
"dishwasher",0.761643835616438,3,139
"dishwasher",0.747945205479452,3,174
"dishwasher",0.747945205479452,3,174
"dishwasher",0.747945205479452,3,174
"dishwasher",0.602739726027397,4,146
"dishwasher",0.602739726027397,4,146
"dishwasher",0.602739726027397,4,146
"dishwasher",0.602739726027397,4,146
"dishwasher",0.602739726027397,4,146
"dishwasher",0.621917808219178,4,179
"dishwasher",0.621917808219178,4,179
"dishwasher",0.621917808219178,4,179
"dishwasher",0.621917808219178,4,179
"dishwasher",0.621917808219178,4,179
"dishwasher",0.624657534246575,4,139
"dishwasher",0.624657534246575,4,139
"dishwasher",0.624657534246575,4,139
"dishwasher",0.668493150684932,2,166
"dishwasher",0.668493150684932,2,166
"dishwasher",0.668493150684932,2,166
"dishwasher",0.668493150684932,2,166
"dishwasher",0.852054794520548,3,113
"dishwasher",0.805479452054795,2,105
"dishwasher",0.895890410958904,3,140
"dishwasher",0.852054794520548,3,114
"dishwasher",0.734246575342466,3,135
"dishwasher",0.643835616438356,4,167
"dishwasher",0.53972602739726,3,146
"dishwasher",0.53972602739726,3,146
"dishwasher",0.53972602739726,3,146
"dishwasher",0.367123287671233,4,179
"dishwasher",0.367123287671233,4,179
"dishwasher",0.367123287671233,4,179
"dishwasher",0.367123287671233,4,179
"dishwasher",0.367123287671233,4,179
"dishwasher",0.367123287671233,4,179
"dishwasher",0.367123287671233,4,179
"dishwasher",0.367123287671233,4,179
"dishwasher",0.367123287671233,4,179
"dishwasher",0.367123287671233,4,179
"dishwasher",0.367123287671233,4,179
"dishwasher",0.367123287671233,4,179
"dishwasher",0.367123287671233,4,179
"dishwasher",0.367123287671233,4,179
"dishwasher",0.367123287671233,4,179
"dishwasher",0.367123287671233,4,179
"dishwasher",0.367123287671233,4,179
"dishwasher",0.671232876712329,4,165
"dishwasher",0.671232876712329,4,165
"dishwasher",0.671232876712329,4,165
"dishwasher",0.649315068493151,4,179
"dishwasher",0.649315068493151,4,179
"dishwasher",0.649315068493151,4,179
"dishwasher",0.901369863013699,3,110
"dishwasher",0.901369863013699,3,110
"dishwasher",0.901369863013699,3,110
"dishwasher",0.852054794520548,3,110
"dishwasher",0.901369863013699,3,140
"dishwasher",0.575342465753425,3,299
"dishwasher",0.805479452054795,4,156.93
"dishwasher",0.805479452054795,4,156.93
"dishwasher",0.449315068493151,3,135
"dishwasher",0.449315068493151,3,135
"dishwasher",0.449315068493151,3,135
"dishwasher",0.912328767123288,3,175
"dishwasher",0.794520547945205,2,116
"dishwasher",0.726027397260274,4,169
"dishwasher",0.750684931506849,4,135
"dishwasher",0.750684931506849,4,135
"dishwasher",0.750684931506849,4,135
"dishwasher",0.695890410958904,3,104
"dishwasher",0.367123287671233,4,186
"dishwasher",0.367123287671233,4,186
"dishwasher",0.367123287671233,4,186
"dishwasher",0.367123287671233,4,186
"dishwasher",0.367123287671233,4,186
"dishwasher",0.367123287671233,4,186
"dishwasher",0.367123287671233,4,186
"dishwasher",0.367123287671233,4,186
"dishwasher",0.367123287671233,4,186
"dishwasher",0.367123287671233,4,186
"dishwasher",0.367123287671233,4,186
"dishwasher",0.802739726027397,4,186.7
"dishwasher",0.526027397260274,5,169
"dishwasher",0.526027397260274,5,169
"dishwasher",0.526027397260274,5,169
"dishwasher",0.526027397260274,5,169
"dishwasher",0.526027397260274,5,169
"dishwasher",0.526027397260274,5,169
"dishwasher",0.547945205479452,5,169
"dishwasher",0.547945205479452,5,169
"dishwasher",0.547945205479452,5,169
"dishwasher",0.547945205479452,5,169
"dishwasher",0.547945205479452,5,169
"dishwasher",0.547945205479452,5,169
"dishwasher",0.547945205479452,5,169
"dishwasher",0.547945205479452,5,169
"dishwasher",0.616438356164384,3,158
"dishwasher",0.616438356164384,3,158
"dishwasher",0.616438356164384,3,158
"dishwasher",0.649315068493151,4,180
"dishwasher",0.753424657534247,4,140
"dishwasher",0.753424657534247,4,140
"dishwasher",0.753424657534247,4,140
"dishwasher",0.901369863013699,3,140.3
"dishwasher",0.701369863013699,3,171.1
"dishwasher",0.750684931506849,3,104
"dishwasher",0.753424657534247,4,149
"dishwasher",0.753424657534247,4,149
"dishwasher",0.753424657534247,4,149
"dishwasher",0.753424657534247,4,149
"dishwasher",0.726027397260274,4,170
"dishwasher",0.70958904109589,4,168.5
"dishwasher",0.786301369863014,3,174.2
"dishwasher",0.786301369863014,3,174.2
"dishwasher",0.887671232876712,3,124
"dishwasher",0.887671232876712,3,124
"dishwasher",0.887671232876712,3,124
"dishwasher",0.887671232876712,3,124
"dishwasher",0.767123287671233,4,194
"dishwasher",0.767123287671233,4,194
"dishwasher",0.767123287671233,4,194
"dishwasher",0.808219178082192,3,174
"dishwasher",0.808219178082192,3,174
"dishwasher",0.808219178082192,3,174
"dishwasher",0.887671232876712,3,124
"dishwasher",0.887671232876712,3,124
"dishwasher",0.887671232876712,3,124
"dishwasher",0.887671232876712,3,124
"dishwasher",0.901369863013699,3,135
"dishwasher",0.901369863013699,3,135
"dishwasher",0.901369863013699,3,135
"dishwasher",0.901369863013699,3,135
"dishwasher",0.887671232876712,3,124
"dishwasher",0.742465753424657,4,175
"dishwasher",0.742465753424657,4,175
"dishwasher",0.742465753424657,4,175
"dishwasher",0.720547945205479,4,175
"dishwasher",0.720547945205479,4,175
"dishwasher",0.720547945205479,4,175
"dishwasher",0.767123287671233,4,194
"dishwasher",0.767123287671233,4,194
"dishwasher",0.767123287671233,4,194
"dishwasher",0.76986301369863,3,178
"dishwasher",0.723287671232877,4,161.568
"dishwasher",0.723287671232877,4,161.568
"dishwasher",0.723287671232877,4,161.568
"dishwasher",0.895890410958904,3,140.292
"dishwasher",0.895890410958904,3,140.292
"dishwasher",0.895890410958904,3,140.292
"dishwasher",0.805479452054795,4,156.93
"dishwasher",0.701369863013699,3,171
"dishwasher",0.805479452054795,4,156.93
"dishwasher",0.854794520547945,3,151
"dishwasher",0.887671232876712,3,124
"dishwasher",0.517808219178082,4,209.4
"dishwasher",0.750684931506849,3,104
"dishwasher",0.794520547945205,3,113
"dishwasher",0.671232876712329,4,138
"dishwasher",0.671232876712329,4,138
"dishwasher",0.671232876712329,4,138
"dishwasher",0.726027397260274,4,169
"dishwasher",0.726027397260274,4,169
"dishwasher",0.726027397260274,4,169
"dishwasher",0.786301369863014,3,175
"dishwasher",0.786301369863014,3,175
"dishwasher",0.786301369863014,3,175
"dishwasher",0.70958904109589,4,169
"dishwasher",0.786301369863014,3,175
"dishwasher",0.786301369863014,3,175
"dishwasher",0.786301369863014,3,175
"dishwasher",0.712328767123288,4,166.58
"dishwasher",0.682191780821918,3,165.43
"dishwasher",0.682191780821918,3,165.43
"dishwasher",0.682191780821918,3,165.43
"dishwasher",0.56986301369863,3,110
"dishwasher",0.56986301369863,3,110
"dishwasher",0.56986301369863,3,110
"dishwasher",0.56986301369863,3,110
"dishwasher",0.56986301369863,3,110
"dishwasher",0.673972602739726,4,226
"dishwasher",0.673972602739726,4,226
"dishwasher",0.673972602739726,4,226
"dishwasher",0.673972602739726,4,226
"dishwasher",0.673972602739726,4,226
"dishwasher",0.745205479452055,4,175
"dishwasher",0.745205479452055,4,175
"dishwasher",0.745205479452055,4,175
"dishwasher",0.797260273972603,3,108
"dishwasher",0.517808219178082,4,209.4
"dishwasher",0.726027397260274,3,171
"dishwasher",0.575342465753425,3,182
"dishwasher",0.701369863013699,3,170
"dishwasher",0.372602739726027,4,163
"dishwasher",0.372602739726027,4,163
"dishwasher",0.372602739726027,4,163
"dishwasher",0.372602739726027,4,163
"dishwasher",0.372602739726027,4,163
"dishwasher",0.372602739726027,4,163
"dishwasher",0.372602739726027,4,163
"dishwasher",0.372602739726027,4,163
"dishwasher",0.372602739726027,4,163
"dishwasher",0.372602739726027,4,163
"dishwasher",0.372602739726027,4,163
"dishwasher",0.372602739726027,4,163
"dishwasher",0.701369863013699,3,171.13
"dishwasher",0.70958904109589,4,168.5
"dishwasher",0.575342465753425,3,182
"dishwasher",0.750684931506849,4,165
"dishwasher",0.750684931506849,4,165
"dishwasher",0.750684931506849,4,165
"dishwasher",0.750684931506849,4,165
"dishwasher",0.783561643835616,4,174
"dishwasher",0.783561643835616,4,174
"dishwasher",0.783561643835616,4,174
"dishwasher",0.783561643835616,4,174
"dishwasher",0.701369863013699,3,170
"dishwasher",0.701369863013699,3,170
"dishwasher",0.701369863013699,3,170
"dishwasher",0.701369863013699,3,170
"dishwasher",0.701369863013699,3,170
"dishwasher",0.701369863013699,3,170
"dishwasher",0.701369863013699,3,170
"dishwasher",0.671232876712329,4,136.29
"dishwasher",0.671232876712329,4,136.29
"dishwasher",0.671232876712329,4,136.29
"dishwasher",0.726027397260274,4,168
"dishwasher",0.726027397260274,4,168
"dishwasher",0.726027397260274,4,168
"dishwasher",0.901369863013699,3,128
"dishwasher",0.901369863013699,3,128
"dishwasher",0.901369863013699,3,128
"dishwasher",0.901369863013699,3,128
"dishwasher",0.701369863013699,3,171.13
"dishwasher",0.70958904109589,4,168.5
"dishwasher",0.70958904109589,4,168.5
"dishwasher",0.70958904109589,4,168.5
"dishwasher",0.517808219178082,4,209.4
"dishwasher",0.797260273972603,3,108
"dishwasher",0.805479452054795,4,155.15
"dishwasher",0.819178082191781,3,142.59
"dishwasher",0.819178082191781,3,142.59
"dishwasher",0.819178082191781,3,142.59
"dishwasher",0.819178082191781,3,142.59
"dishwasher",0.805479452054795,4,157
"dishwasher",0.805479452054795,4,157
"dishwasher",0.805479452054795,4,157
"dishwasher",0.70958904109589,4,168.5
"dishwasher",0.923287671232877,3,195
"dishwasher",0.517808219178082,4,179.339
"dishwasher",0.701369863013699,3,171.13
"dishwasher",0.701369863013699,3,171.13
"dishwasher",0.701369863013699,3,171.13
"dishwasher",0.70958904109589,4,168.5
"dishwasher",0.534246575342466,4,180
"dishwasher",0.780821917808219,3,174
"dishwasher",0.865753424657534,3,162.06
"dishwasher",0.865753424657534,3,162.06
"dishwasher",0.865753424657534,3,162.06
"dishwasher",0.63013698630137,4,150
"dishwasher",0.63013698630137,4,150
"dishwasher",0.63013698630137,4,150
"dishwasher",0.63013698630137,4,150
"dishwasher",0.63013698630137,4,150
"dishwasher",0.63013698630137,4,150
"dishwasher",0.63013698630137,4,150
"dishwasher",0.63013698630137,4,150
"dishwasher",0.643835616438356,4,167
"dishwasher",0.643835616438356,4,167
"dishwasher",0.643835616438356,4,167
"dishwasher",0.643835616438356,4,167
"dishwasher",0.643835616438356,4,167
"dishwasher",0.643835616438356,4,167
"dishwasher",0.643835616438356,4,167
"dishwasher",0.643835616438356,4,167
"dishwasher",0.643835616438356,4,167
"dishwasher",0.643835616438356,4,167
"dishwasher",0.643835616438356,4,167
"dishwasher",0.643835616438356,4,167
"dishwasher",0.643835616438356,4,167
"dishwasher",0.643835616438356,4,167
"dishwasher",0.643835616438356,4,167
"dishwasher",0.643835616438356,4,167
"dishwasher",0.643835616438356,4,167
"dishwasher",0.643835616438356,4,167
"dishwasher",0.643835616438356,4,167
"dishwasher",0.643835616438356,4,167
"dishwasher",0.643835616438356,4,167
"dishwasher",0.643835616438356,4,167
"dishwasher",0.643835616438356,4,167
"dishwasher",0.643835616438356,4,167
"dishwasher",0.643835616438356,4,167
"dishwasher",0.643835616438356,4,167
"dishwasher",0.643835616438356,4,167
"dishwasher",0.643835616438356,4,167
"dishwasher",0.643835616438356,4,167
"dishwasher",0.63013698630137,4,153
"dishwasher",0.63013698630137,4,153
"dishwasher",0.63013698630137,4,153
"dishwasher",0.63013698630137,4,153
"dishwasher",0.561643835616438,5,156
"dishwasher",0.561643835616438,5,156
"dishwasher",0.561643835616438,5,156
"dishwasher",0.561643835616438,5,156
"dishwasher",0.561643835616438,5,156
"dishwasher",0.561643835616438,5,156
"dishwasher",0.561643835616438,5,156
"dishwasher",0.561643835616438,5,156
"dishwasher",0.734246575342466,4,187.63
"dishwasher",0.89041095890411,3,157.31
"dishwasher",0.70958904109589,4,168.5
"dishwasher",0.517808219178082,4,209
"dishwasher",0.449315068493151,3,129.91
"dishwasher",0.70958904109589,4,168.5
"dishwasher",0.70958904109589,4,169
"dishwasher",0.70958904109589,4,169
"dishwasher",0.70958904109589,4,169
"dishwasher",0.70958904109589,4,169
"dishwasher",0.786301369863014,3,174.2
"dishwasher",0.432876712328767,3,129.91
"dishwasher",0.372602739726027,4,163
"dishwasher",0.372602739726027,4,163
"dishwasher",0.372602739726027,4,163
"dishwasher",0.86027397260274,4,178
"dishwasher",0.86027397260274,4,178
"dishwasher",0.86027397260274,4,178
"dishwasher",0.372602739726027,4,163
"dishwasher",0.372602739726027,4,163
"dishwasher",0.701369863013699,3,171.13
"dishwasher",0.701369863013699,3,171.13
"dishwasher",0.701369863013699,3,171.13
"dishwasher",0.701369863013699,3,171.13
"dishwasher",0.361643835616438,4,166
"dishwasher",0.361643835616438,4,166
"dishwasher",0.808219178082192,4,169
"dishwasher",0.808219178082192,4,169
"dishwasher",0.808219178082192,4,169
"dishwasher",0.808219178082192,4,169
"dishwasher",0.808219178082192,4,169
"dishwasher",0.361643835616438,4,166
"dishwasher",0.753424657534247,4,155
"dishwasher",0.734246575342466,4,134
"dishwasher",0.63013698630137,4,172
"dishwasher",0.63013698630137,4,172
"dishwasher",0.63013698630137,4,172
"dishwasher",0.63013698630137,4,172
"dishwasher",0.63013698630137,4,172
"dishwasher",0.849315068493151,3,113
"dishwasher",0.849315068493151,3,113
"dishwasher",0.849315068493151,3,113
"dishwasher",0.712328767123288,4,166.58
"dishwasher",0.652054794520548,4,187
"dishwasher",0.652054794520548,4,187
"dishwasher",0.652054794520548,4,187
"dishwasher",0.652054794520548,4,187
"dishwasher",0.901369863013699,3,114
"dishwasher",0.805479452054795,2,118
"dishwasher",0.786301369863014,3,174
"dishwasher",0.887671232876712,3,142
"dishwasher",0.887671232876712,3,142
"dishwasher",0.887671232876712,3,142
"dishwasher",0.783561643835616,4,148
"dishwasher",0.575342465753425,3,175
"dishwasher",0.786301369863014,3,175
"dishwasher",0.701369863013699,3,170
"dishwasher",0.701369863013699,3,170
"dishwasher",0.701369863013699,3,170
"dishwasher",0.783561643835616,4,148
"dishwasher",0.783561643835616,4,148
"dishwasher",0.783561643835616,4,148
"dishwasher",0.783561643835616,4,148
"dishwasher",0.783561643835616,4,148
"dishwasher",0.701369863013699,3,170
"dishwasher",0.701369863013699,3,170
"dishwasher",0.701369863013699,3,170
"dishwasher",0.701369863013699,3,170
"dishwasher",0.665753424657534,4,142
"dishwasher",0.665753424657534,4,142
"dishwasher",0.665753424657534,4,142
"dishwasher",0.665753424657534,4,142
"dishwasher",0.665753424657534,4,142
"dishwasher",0.372602739726027,4,163
"dishwasher",0.372602739726027,4,163
"dishwasher",0.372602739726027,4,163
"dishwasher",0.372602739726027,4,163
"dishwasher",0.372602739726027,4,163
"dishwasher",0.372602739726027,4,163
"dishwasher",0.372602739726027,4,163
"dishwasher",0.372602739726027,4,163
"dishwasher",0.372602739726027,4,163
"dishwasher",0.372602739726027,4,163
"dishwasher",0.372602739726027,4,163
"dishwasher",0.372602739726027,4,163
"dishwasher",0.372602739726027,4,163
"dishwasher",0.372602739726027,4,163
"dishwasher",0.372602739726027,4,163
"dishwasher",0.372602739726027,4,163
"dishwasher",0.372602739726027,4,163
"dishwasher",0.372602739726027,4,163
"dishwasher",0.372602739726027,4,163
"dishwasher",0.372602739726027,4,163
"dishwasher",0.758904109589041,3,138
"dishwasher",0.758904109589041,3,138
"dishwasher",0.758904109589041,3,138
"dishwasher",0.701369863013699,3,170
"dishwasher",0.575342465753425,3,175
"dishwasher",0.73972602739726,4,170
"dishwasher",0.772602739726027,3,129
"dishwasher",0.561643835616438,3,182
"dishwasher",0.701369863013699,3,171
"dishwasher",0.701369863013699,3,171
"dishwasher",0.701369863013699,3,171
"dishwasher",0.698630136986301,4,164
"dishwasher",0.698630136986301,4,164
"dishwasher",0.753424657534247,4,159
"dishwasher",0.753424657534247,4,159
"dishwasher",0.701369863013699,3,171.13
"dishwasher",0.652054794520548,4,187.2
"dishwasher",0.8,4,170
"dishwasher",0.73972602739726,4,165
"dishwasher",0.73972602739726,4,165
"dishwasher",0.73972602739726,4,165
"dishwasher",0.73972602739726,4,165
"dishwasher",0.701369863013699,3,171.13
"dishwasher",0.701369863013699,3,171.13
"dishwasher",0.701369863013699,3,171.13
"dishwasher",0.701369863013699,3,171.13
"dishwasher",0.643835616438356,4,167
"dishwasher",0.726027397260274,4,155
"dishwasher",0.726027397260274,4,155
"dishwasher",0.726027397260274,4,155
"dishwasher",0.726027397260274,4,155
"dishwasher",0.726027397260274,4,155
"dishwasher",0.726027397260274,4,155
"dishwasher",0.726027397260274,4,155
"dishwasher",0.63013698630137,4,160
"dishwasher",0.449315068493151,3,129
"dishwasher",0.657534246575342,4,139
"dishwasher",0.657534246575342,4,139
"dishwasher",0.854794520547945,3,151
"dishwasher",0.854794520547945,3,151
"dishwasher",0.887671232876712,3,136
"dishwasher",0.887671232876712,3,136
"dishwasher",0.89041095890411,3,157.31
"dishwasher",0.89041095890411,3,157.31
"dishwasher",0.89041095890411,3,157.31
"dishwasher",0.89041095890411,3,157.31
"dishwasher",0.720547945205479,4,187.63
"dishwasher",0.720547945205479,4,187.63
"dishwasher",0.720547945205479,4,187.63
"dishwasher",0.750684931506849,3,112
"dishwasher",0.750684931506849,3,112
"dishwasher",0.750684931506849,3,112
"dishwasher",0.750684931506849,3,112
"dishwasher",0.750684931506849,3,112
"dishwasher",0.750684931506849,3,112
"dishwasher",0.750684931506849,3,112
"dishwasher",0.701369863013699,3,170
"dishwasher",0.786301369863014,3,174.2
"dishwasher",0.901369863013699,3,145.8
"dishwasher",0.901369863013699,3,145.8
"dishwasher",0.901369863013699,3,145.8
