ApplStandard,Brand,Country,Lamp_Freq,Model No,Family Name,N-Standard,nom_len,nom_watt,Rated_CRI,Rated_IE,Rated_IL,Rated_ILW,Rated_ME,Rated_ML,Rated_MLW,Sold_in,Submit_ID,SubmitStatus,ExpDate,GrandDate,Product Class,Availability Status,Product Website,Representative Brand URL,ILCOS Code,Nominal Diameter (mm)
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,OSRAM,"China,Germany",High Frequency,HO 45W/840 ES,Lumilux T5 HO 45W ES,,1449.0,45.0,80.0,95.7777777777778,4310.0,45.0,87.1555555555556,3922.0,45.0,"Australia,Fiji,New Zealand",69640,Approved,2021-02-03,,Class 4,Available,http://www.ledvance.com.au,http://www.ledvance.com.au,FDH-49-L/P-G5-16/1450,16.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,OSRAM,"China,Germany",High Frequency,HO 45W/865 ES,Lumilux T5 HO 45W ES,,1449.0,45.0,80.0,95.7777777777778,4310.0,45.0,87.1555555555556,3922.0,45.0,"Australia,Fiji,New Zealand",69640,Approved,2021-02-03,,Class 4,Available,http://www.ledvance.com.au,http://www.ledvance.com.au,FDH-49-L/P-G5-16/1450,16.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,OSRAM,"China,Germany",High Frequency,Lumilux T5 HO 45W ES,Lumilux T5 HO 45W ES,,1449.0,45.0,80.0,95.7777777777778,4310.0,45.0,87.1555555555556,3922.0,45.0,"Australia,Fiji,New Zealand",69640,Approved,2021-02-03,,Class 4,Available,http://www.ledvance.com.au,http://www.ledvance.com.au,FDH-49-L/P-G5-16/1450,16.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,OSRAM,China,High Frequency,Lumilux HE 28W/865 LL,,,1149.0,28.0,80.0,85.7142857142857,2400.0,28.0,78.0,2184.0,28.0,"Australia,Fiji,New Zealand",77747,Approved,2021-02-11,,Class 2,Available,http://www.ledvance.com.au,http://www.ledvance.com.au,FDH-28-L/P-G5-16/1150,16.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,OSRAM,China,High Frequency,Lumilux HE 21W/865 LL,,AS/NZS 4782.1:2004,849.0,21.0,80.0,83.3333333333333,1750.0,21.0,75.8333333333333,1592.5,21.0,"Australia,Fiji,New Zealand",77749,Approved,2021-02-11,,Class 2,Available,http://www.ledvance.com.au,http://www.ledvance.com.au,FDH-21-L/P-G5-16/850,16.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,LUCCI ENVIROLUX,China,High Frequency,120474 T5/21W/27K,,AS/NZS 4782.1:2004,850.0,21.0,81.9,90.8564593301436,1898.9,20.9,85.2038834951456,1755.2,20.6,Australia,93709,Approved,2020-11-17,,Class 2,Available,,http://www.beaconlighting.com.au,FDH-21-L/P-G5-16/850,16.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,LUCCI ENVIROLUX,China,High Frequency,120475 T5/21W/40K,,AS/NZS 4782.1:2004,850.0,21.0,81.3,90.688995215311,1895.4,20.9,84.0192307692308,1747.6,20.8,Australia,93739,Approved,2020-11-16,,Class 2,Available,,http://www.beaconlighting.com.au,FDH-21-L/P-G5-16/850,16.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,LUCCI ENVIROLUX,China,High Frequency,120476 T5/28W/27K,,AS/NZS 4782.1:2004,1150.0,28.0,82.2,94.0249110320285,2642.1,28.1,87.1834532374101,2423.7,27.8,Australia,93744,Approved,2020-11-16,,Class 3,Available,,http://www.beaconlighting.com.au,FDH-28-L/P-G5-16/1150,16.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,LUCCI ENVIROLUX,China,High Frequency,120477 T5/28W/40K,,AS/NZS 4782.1:2004,1150.0,28.0,87.8,94.4555160142349,2654.2,28.1,87.8165467625899,2441.3,27.8,Australia,93747,Approved,2020-11-17,,,Available,,http://www.beaconlighting.com.au,FDH-28-L/P-G5-16/1150,16.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,LUCCI ENVIROLUX,China,High Frequency,120479 T5/35W/40K,,AS/NZS 4782.1:2004,1450.0,35.0,82.2,94.8717948717949,3330.0,35.1,88.6416184971098,3067.0,34.6,Australia,93766,Approved,2020-11-16,,Class 4,Available,,http://www.beaconlighting.com.au,FDH-35-L/P-G5-16/1450,16.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,NEC,"China,Japan",50Hz,MT18CHGX,,AS/NZS 4782.1:2004,600.0,18.0,85.1,78.1034482758621,1359.0,17.4,66.8156424581006,1196.0,17.9,"Australia,New Zealand",94481,Approved,2020-11-14,,Class 1,Available,http://www.legrand.com.au/,http://www.nelt.co.jp/english/index.html,FD-18-E-G13-26/600,28.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,NEC,"China,Japan",50Hz,MT37CHGX,,AS/NZS 4782.1:2004,1198.0,37.0,87.5,83.953488372093,3249.0,38.7,74.6410256410256,2911.0,39.0,"Australia,New Zealand",94483,Approved,2020-11-06,,Class 3,Available,http://www.legrand.com.au/,http://www.nelt.co.jp/english/index.html,FD-36-E-G13-26/1200,28.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,NEC,"China,Japan",50Hz,MT37DHG,,AS/NZS 4782.1:2004,1198.0,37.0,85.0,95.4780361757106,3695.0,38.7,83.3846153846154,3252.0,39.0,"Australia,New Zealand",94486,Approved,2020-11-14,,Class 3,Available,http://www.legrand.com.au/,http://www.nelt.co.jp/english/index.html,FD-37-E-G13-28/1200,28.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,NEC,"China,Japan",50Hz,MT18HGX,,AS/NZS 4782.1:2004,600.0,18.0,84.8,76.045197740113,1346.0,17.7,66.8926553672316,1184.0,17.7,"Australia,New Zealand",94487,Approved,2020-11-19,,,Available,http://www.legrand.com.au/,http://www.nelt.co.jp/english/index.html,FD-18-E-G13-26/600,28.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,OSRAM,Russia,50Hz,L 58W/827,Lumilux T8 58W,,1500.0,58.0,80.0,89.6551724137931,5200.0,58.0,81.5862068965517,4732.0,58.0,"Australia,Fiji,New Zealand",96600,Approved,2021-02-17,,Class 4,Available,http://www.ledvance.com.au,http://www.ledvance.com.au,FD-58-E-G13-26/1500,26.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,OSRAM,Russia,50Hz,L 58W/830,Lumilux T8 58W,,1500.0,58.0,80.0,89.6551724137931,5200.0,58.0,81.5862068965517,4732.0,58.0,"Australia,Fiji,New Zealand",96600,Approved,2021-02-17,,Class 4,Available,http://www.ledvance.com.au,http://www.ledvance.com.au,FD-58-E-G13-26/1500,26.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,OSRAM,Russia,50Hz,L 58W/840,Lumilux T8 58W,,1500.0,58.0,80.0,89.6551724137931,5200.0,58.0,81.5862068965517,4732.0,58.0,"Australia,Fiji,New Zealand",96600,Approved,2021-02-17,,Class 4,Available,http://www.ledvance.com.au,http://www.ledvance.com.au,FD-58-E-G13-26/1500,26.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,OSRAM,Russia,50Hz,L 58W/865,Lumilux T8 58W,,1500.0,58.0,80.0,89.6551724137931,5200.0,58.0,81.5862068965517,4732.0,58.0,"Australia,Fiji,New Zealand",96600,Approved,2021-02-17,,Class 4,Available,http://www.ledvance.com.au,http://www.ledvance.com.au,FD-58-E-G13-26/1500,26.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,OSRAM,Russia,50Hz,L 58W/880,Lumilux T8 58W,,1500.0,58.0,80.0,89.6551724137931,5200.0,58.0,81.5862068965517,4732.0,58.0,"Australia,Fiji,New Zealand",96600,Approved,2021-02-17,,Class 4,Available,http://www.ledvance.com.au,http://www.ledvance.com.au,FD-58-E-G13-26/1500,26.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,OSRAM,Russia,50Hz,Lumilux T8 58W,Lumilux T8 58W,,1500.0,58.0,80.0,89.6551724137931,5200.0,58.0,81.5862068965517,4732.0,58.0,"Australia,Fiji,New Zealand",96600,Approved,2021-02-17,,Class 4,Available,http://www.ledvance.com.au,http://www.ledvance.com.au,FD-58-E-G13-26/1500,26.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,OSRAM,Russia,50Hz,L 30W/827,Lumilux T8 30W,,895.0,30.0,80.0,80.0,2400.0,30.0,72.8,2184.0,30.0,"Australia,Fiji,New Zealand",96601,Approved,2021-02-17,,Class 2,Available,http://www.ledvance.com.au,http://www.ledvance.com.au,FD-30-E-G13-26/900,26.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,OSRAM,Russia,50Hz,L 30W/830,Lumilux T8 30W,,895.0,30.0,80.0,80.0,2400.0,30.0,72.8,2184.0,30.0,"Australia,Fiji,New Zealand",96601,Approved,2021-02-17,,Class 2,Available,http://www.ledvance.com.au,http://www.ledvance.com.au,FD-30-E-G13-26/900,26.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,OSRAM,Russia,50Hz,L 30W/840,Lumilux T8 30W,,895.0,30.0,80.0,80.0,2400.0,30.0,72.8,2184.0,30.0,"Australia,Fiji,New Zealand",96601,Approved,2021-02-17,,Class 2,Available,http://www.ledvance.com.au,http://www.ledvance.com.au,FD-30-E-G13-26/900,26.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,OSRAM,Russia,50Hz,L 30W/865,Lumilux T8 30W,,895.0,30.0,80.0,80.0,2400.0,30.0,72.8,2184.0,30.0,"Australia,Fiji,New Zealand",96601,Approved,2021-02-17,,Class 2,Available,http://www.ledvance.com.au,http://www.ledvance.com.au,FD-30-E-G13-26/900,26.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,OSRAM,Russia,50Hz,Lumilux T8 30W,Lumilux T8 30W,,895.0,30.0,80.0,80.0,2400.0,30.0,72.8,2184.0,30.0,"Australia,Fiji,New Zealand",96601,Approved,2021-02-17,,Class 2,Available,http://www.ledvance.com.au,http://www.ledvance.com.au,FD-30-E-G13-26/900,26.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,OSRAM,Germany,50Hz,L 23W/840 Lumilux,,,970.0,23.0,80.0,82.6086956521739,1900.0,23.0,75.1739130434783,1729.0,23.0,"Australia,Fiji,New Zealand",96603,Approved,2021-02-17,,Class 2,Available,http://www.ledvance.com.au,http://www.ledvance.com.au,FD-25-E-G13-38/970,26.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,OSRAM,Russia,50Hz,L 18W/827,Lumilux T8 18W,,590.0,18.0,80.0,75.1111111111111,1352.0,18.0,68.2777777777778,1229.0,18.0,"Australia,Fiji,New Zealand",96604,Approved,2021-02-19,,Class 1,Available,http://www.ledvance.com.au,http://www.ledvance.com.au,FD-18-E-G13-26/600,26.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,OSRAM,Russia,50Hz,L 18W/830,Lumilux T8 18W,,590.0,18.0,80.0,75.1111111111111,1352.0,18.0,68.2777777777778,1229.0,18.0,"Australia,Fiji,New Zealand",96604,Approved,2021-02-19,,Class 1,Available,http://www.ledvance.com.au,http://www.ledvance.com.au,FD-18-E-G13-26/600,26.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,OSRAM,Russia,50Hz,L 18W/840,Lumilux T8 18W,,590.0,18.0,80.0,75.1111111111111,1352.0,18.0,68.2777777777778,1229.0,18.0,"Australia,Fiji,New Zealand",96604,Approved,2021-02-19,,Class 1,Available,http://www.ledvance.com.au,http://www.ledvance.com.au,FD-18-E-G13-26/600,26.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,OSRAM,Russia,50Hz,L 18W/865,Lumilux T8 18W,,590.0,18.0,80.0,75.1111111111111,1352.0,18.0,68.2777777777778,1229.0,18.0,"Australia,Fiji,New Zealand",96604,Approved,2021-02-19,,Class 1,Available,http://www.ledvance.com.au,http://www.ledvance.com.au,FD-18-E-G13-26/600,26.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,OSRAM,Russia,50Hz,L 18W/880,Lumilux T8 18W,,590.0,18.0,80.0,75.1111111111111,1352.0,18.0,68.2777777777778,1229.0,18.0,"Australia,Fiji,New Zealand",96604,Approved,2021-02-19,,Class 1,Available,http://www.ledvance.com.au,http://www.ledvance.com.au,FD-18-E-G13-26/600,26.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,OSRAM,Russia,50Hz,Lumilux T8 18W,Lumilux T8 18W,,590.0,18.0,80.0,75.1111111111111,1352.0,18.0,68.2777777777778,1229.0,18.0,"Australia,Fiji,New Zealand",96604,Approved,2021-02-19,,Class 1,Available,http://www.ledvance.com.au,http://www.ledvance.com.au,FD-18-E-G13-26/600,26.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,OSRAM,"China,Germany",High Frequency,HO 80W/827,Lumilux T5 HO 80W,,1449.0,80.0,80.0,87.5,7000.0,80.0,79.625,6370.0,80.0,"Australia,Fiji,New Zealand",96612,Approved,2021-02-17,,Class 4,Available,http://www.ledvance.com.au,http://www.ledvance.com.au,FDH-80-L/P-G5-16/1450,16.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,OSRAM,"China,Germany",High Frequency,HO 80W/830,Lumilux T5 HO 80W,,1449.0,80.0,80.0,87.5,7000.0,80.0,79.625,6370.0,80.0,"Australia,Fiji,New Zealand",96612,Approved,2021-02-17,,Class 4,Available,http://www.ledvance.com.au,http://www.ledvance.com.au,FDH-80-L/P-G5-16/1450,16.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,OSRAM,"China,Germany",High Frequency,HO 80W/840,Lumilux T5 HO 80W,,1449.0,80.0,80.0,87.5,7000.0,80.0,79.625,6370.0,80.0,"Australia,Fiji,New Zealand",96612,Approved,2021-02-17,,Class 4,Available,http://www.ledvance.com.au,http://www.ledvance.com.au,FDH-80-L/P-G5-16/1450,16.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,OSRAM,"China,Germany",High Frequency,HO 80W/865,Lumilux T5 HO 80W,,1449.0,80.0,80.0,87.5,7000.0,80.0,79.625,6370.0,80.0,"Australia,Fiji,New Zealand",96612,Approved,2021-02-17,,Class 4,Available,http://www.ledvance.com.au,http://www.ledvance.com.au,FDH-80-L/P-G5-16/1450,16.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,OSRAM,"China,Germany",High Frequency,Lumilux T5 HO 80W,Lumilux T5 HO 80W,,1449.0,80.0,80.0,87.5,7000.0,80.0,79.625,6370.0,80.0,"Australia,Fiji,New Zealand",96612,Approved,2021-02-17,,Class 4,Available,http://www.ledvance.com.au,http://www.ledvance.com.au,FDH-80-L/P-G5-16/1450,16.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,OSRAM,"Italy,China,Germany",High Frequency,HO 54W/827,Lumilux T5 HO 54W,,1149.0,54.0,80.0,82.4074074074074,4450.0,54.0,75.0,4050.0,54.0,"Australia,Fiji,New Zealand",96613,Approved,2021-02-22,,Class 2,Available,http://www.ledvance.com.au,http://www.ledvance.com.au,FDH-54-L/P-G5-16/1150,16.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,OSRAM,"Italy,China,Germany",High Frequency,HO 54W/830,Lumilux T5 HO 54W,,1149.0,54.0,80.0,82.4074074074074,4450.0,54.0,75.0,4050.0,54.0,"Australia,Fiji,New Zealand",96613,Approved,2021-02-22,,Class 2,Available,http://www.ledvance.com.au,http://www.ledvance.com.au,FDH-54-L/P-G5-16/1150,16.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,OSRAM,"Italy,China,Germany",High Frequency,HO 54W/835,Lumilux T5 HO 54W,,1149.0,54.0,80.0,82.4074074074074,4450.0,54.0,75.0,4050.0,54.0,"Australia,Fiji,New Zealand",96613,Approved,2021-02-22,,Class 2,Available,http://www.ledvance.com.au,http://www.ledvance.com.au,FDH-54-L/P-G5-16/1150,16.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,OSRAM,"Italy,China,Germany",High Frequency,HO 54W/840,Lumilux T5 HO 54W,,1149.0,54.0,80.0,82.4074074074074,4450.0,54.0,75.0,4050.0,54.0,"Australia,Fiji,New Zealand",96613,Approved,2021-02-22,,Class 2,Available,http://www.ledvance.com.au,http://www.ledvance.com.au,FDH-54-L/P-G5-16/1150,16.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,OSRAM,"Italy,China,Germany",High Frequency,HO 54W/865,Lumilux T5 HO 54W,,1149.0,54.0,80.0,82.4074074074074,4450.0,54.0,75.0,4050.0,54.0,"Australia,Fiji,New Zealand",96613,Approved,2021-02-22,,Class 2,Available,http://www.ledvance.com.au,http://www.ledvance.com.au,FDH-54-L/P-G5-16/1150,16.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,OSRAM,"Italy,China,Germany",High Frequency,HO 54W/880,Lumilux T5 HO 54W,,1149.0,54.0,80.0,82.4074074074074,4450.0,54.0,75.0,4050.0,54.0,"Australia,Fiji,New Zealand",96613,Approved,2021-02-22,,Class 2,Available,http://www.ledvance.com.au,http://www.ledvance.com.au,FDH-54-L/P-G5-16/1150,16.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,OSRAM,"Italy,China,Germany",High Frequency,Lumilux T5 HO 54W,Lumilux T5 HO 54W,,1149.0,54.0,80.0,82.4074074074074,4450.0,54.0,75.0,4050.0,54.0,"Australia,Fiji,New Zealand",96613,Approved,2021-02-22,,Class 2,Available,http://www.ledvance.com.au,http://www.ledvance.com.au,FDH-54-L/P-G5-16/1150,16.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,OSRAM,"Italy,China,Germany",High Frequency,HO 49W/827,Lumilux T5 HO 49W,,1449.0,49.0,80.0,87.9591836734694,4310.0,49.0,80.0408163265306,3922.0,49.0,"Australia,Fiji,New Zealand",96614,Approved,2021-02-17,,Class 4,Available,http://www.ledvance.com.au,http://www.ledvance.com.au,FDH-49-L/P-G5-16/1450,16.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,OSRAM,"Italy,China,Germany",High Frequency,HO 49W/830,Lumilux T5 HO 49W,,1449.0,49.0,80.0,87.9591836734694,4310.0,49.0,80.0408163265306,3922.0,49.0,"Australia,Fiji,New Zealand",96614,Approved,2021-02-17,,Class 4,Available,http://www.ledvance.com.au,http://www.ledvance.com.au,FDH-49-L/P-G5-16/1450,16.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,OSRAM,"Italy,China,Germany",High Frequency,HO 49W/840,Lumilux T5 HO 49W,,1449.0,49.0,80.0,87.9591836734694,4310.0,49.0,80.0408163265306,3922.0,49.0,"Australia,Fiji,New Zealand",96614,Approved,2021-02-17,,Class 4,Available,http://www.ledvance.com.au,http://www.ledvance.com.au,FDH-49-L/P-G5-16/1450,16.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,OSRAM,"Italy,China,Germany",High Frequency,HO 49W/865,Lumilux T5 HO 49W,,1449.0,49.0,80.0,87.9591836734694,4310.0,49.0,80.0408163265306,3922.0,49.0,"Australia,Fiji,New Zealand",96614,Approved,2021-02-17,,Class 4,Available,http://www.ledvance.com.au,http://www.ledvance.com.au,FDH-49-L/P-G5-16/1450,16.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,OSRAM,"Italy,China,Germany",High Frequency,HO 49W/880,Lumilux T5 HO 49W,,1449.0,49.0,80.0,87.9591836734694,4310.0,49.0,80.0408163265306,3922.0,49.0,"Australia,Fiji,New Zealand",96614,Approved,2021-02-17,,Class 4,Available,http://www.ledvance.com.au,http://www.ledvance.com.au,FDH-49-L/P-G5-16/1450,16.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,OSRAM,"Italy,China,Germany",High Frequency,Lumilux T5 HO 49W,Lumilux T5 HO 49W,,1449.0,49.0,80.0,87.9591836734694,4310.0,49.0,80.0408163265306,3922.0,49.0,"Australia,Fiji,New Zealand",96614,Approved,2021-02-17,,Class 4,Available,http://www.ledvance.com.au,http://www.ledvance.com.au,FDH-49-L/P-G5-16/1450,16.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,OSRAM,"China,Italy,Germany",High Frequency,HO 39W/827,Lumilux T5 HO 39W,,849.0,39.0,80.0,79.4871794871795,3100.0,39.0,72.3333333333333,2821.0,39.0,"Australia,Fiji,New Zealand",96615,Approved,2021-03-30,,Class 2,Available,http://www.ledvance.com.au,http://www.ledvance.com.au,FDH-39-L/P-G5-16/850,16.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,OSRAM,"China,Italy,Germany",High Frequency,HO 39W/830,Lumilux T5 HO 39W,,849.0,39.0,80.0,79.4871794871795,3100.0,39.0,72.3333333333333,2821.0,39.0,"Australia,Fiji,New Zealand",96615,Approved,2021-03-30,,Class 2,Available,http://www.ledvance.com.au,http://www.ledvance.com.au,FDH-39-L/P-G5-16/850,16.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,OSRAM,"China,Italy,Germany",High Frequency,HO 39W/840,Lumilux T5 HO 39W,,849.0,39.0,80.0,79.4871794871795,3100.0,39.0,72.3333333333333,2821.0,39.0,"Australia,Fiji,New Zealand",96615,Approved,2021-03-30,,Class 2,Available,http://www.ledvance.com.au,http://www.ledvance.com.au,FDH-39-L/P-G5-16/850,16.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,OSRAM,"China,Italy,Germany",High Frequency,HO 39W/865,Lumilux T5 HO 39W,,849.0,39.0,80.0,79.4871794871795,3100.0,39.0,72.3333333333333,2821.0,39.0,"Australia,Fiji,New Zealand",96615,Approved,2021-03-30,,Class 2,Available,http://www.ledvance.com.au,http://www.ledvance.com.au,FDH-39-L/P-G5-16/850,16.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,OSRAM,"China,Italy,Germany",High Frequency,Lumilux T5 HO 39W,Lumilux T5 HO 39W,,849.0,39.0,80.0,79.4871794871795,3100.0,39.0,72.3333333333333,2821.0,39.0,"Australia,Fiji,New Zealand",96615,Approved,2021-03-30,,Class 2,Available,http://www.ledvance.com.au,http://www.ledvance.com.au,FDH-39-L/P-G5-16/850,16.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,OSRAM,"China,Germany",High Frequency,HE 28W/827,Lumilux T5 HE 28W,,1149.0,28.0,80.0,92.8571428571429,2600.0,28.0,84.5,2366.0,28.0,"Australia,Fiji,New Zealand",96616,Approved,2021-02-17,,Class 2,Available,http://www.ledvance.com.au,http://www.ledvance.com.au,FDH-28-L/P-G5-16/1150,16.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,OSRAM,"China,Germany",High Frequency,HE 28W/830,Lumilux T5 HE 28W,,1149.0,28.0,80.0,92.8571428571429,2600.0,28.0,84.5,2366.0,28.0,"Australia,Fiji,New Zealand",96616,Approved,2021-02-17,,Class 2,Available,http://www.ledvance.com.au,http://www.ledvance.com.au,FDH-28-L/P-G5-16/1150,16.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,OSRAM,"China,Germany",High Frequency,HE 28W/835,Lumilux T5 HE 28W,,1149.0,28.0,80.0,92.8571428571429,2600.0,28.0,84.5,2366.0,28.0,"Australia,Fiji,New Zealand",96616,Approved,2021-02-17,,Class 2,Available,http://www.ledvance.com.au,http://www.ledvance.com.au,FDH-28-L/P-G5-16/1150,16.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,OSRAM,"China,Germany",High Frequency,HE 28W/840,Lumilux T5 HE 28W,,1149.0,28.0,80.0,92.8571428571429,2600.0,28.0,84.5,2366.0,28.0,"Australia,Fiji,New Zealand",96616,Approved,2021-02-17,,Class 2,Available,http://www.ledvance.com.au,http://www.ledvance.com.au,FDH-28-L/P-G5-16/1150,16.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,OSRAM,"China,Germany",High Frequency,HE 28W/850,Lumilux T5 HE 28W,,1149.0,28.0,80.0,92.8571428571429,2600.0,28.0,84.5,2366.0,28.0,"Australia,Fiji,New Zealand",96616,Approved,2021-02-17,,Class 2,Available,http://www.ledvance.com.au,http://www.ledvance.com.au,FDH-28-L/P-G5-16/1150,16.0
