ApplStandard,Brand,Country,Lamp_Freq,Model No,Family Name,N-Standard,nom_len,nom_watt,Rated_CRI,Rated_IE,Rated_IL,Rated_ILW,Rated_ME,Rated_ML,Rated_MLW,Sold_in,Submit_ID,SubmitStatus,ExpDate,GrandDate,Product Class,Availability Status,Product Website,Representative Brand URL,ILCOS Code,Nominal Diameter (mm)
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,PHILIPS,China,High Frequency,"18W, 840 lamp",Alto Linear,AS/NZS 4782.1:2004,1206.0,36.0,83.0,88.9617486338798,3256.0,36.6,85.8469945355191,3142.0,36.6,"Australia,New Zealand",114976,Approved,2023-06-14,,Class 3,Unavailable,http://www.philips.com.au/,,FD-36-E-G13-26/1200,26.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,PHILIPS,China,High Frequency,"18W, 865 lamp",Alto Linear,AS/NZS 4782.1:2004,1206.0,36.0,83.0,88.9617486338798,3256.0,36.6,85.8469945355191,3142.0,36.6,"Australia,New Zealand",114976,Approved,2023-06-14,,Class 3,Unavailable,http://www.philips.com.au/,,FD-36-E-G13-26/1200,26.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,PHILIPS,China,High Frequency,"30W, 830 lamp",Alto Linear,AS/NZS 4782.1:2004,1206.0,36.0,83.0,88.9617486338798,3256.0,36.6,85.8469945355191,3142.0,36.6,"Australia,New Zealand",114976,Approved,2023-06-14,,Class 3,Unavailable,http://www.philips.com.au/,,FD-36-E-G13-26/1200,26.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,PHILIPS,China,High Frequency,"30W, 840 lamp",Alto Linear,AS/NZS 4782.1:2004,1206.0,36.0,83.0,88.9617486338798,3256.0,36.6,85.8469945355191,3142.0,36.6,"Australia,New Zealand",114976,Approved,2023-06-14,,Class 3,Unavailable,http://www.philips.com.au/,,FD-36-E-G13-26/1200,26.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,PHILIPS,China,High Frequency,"30W, 865 lamp",Alto Linear,AS/NZS 4782.1:2004,1206.0,36.0,83.0,88.9617486338798,3256.0,36.6,85.8469945355191,3142.0,36.6,"Australia,New Zealand",114976,Approved,2023-06-14,,Class 3,Unavailable,http://www.philips.com.au/,,FD-36-E-G13-26/1200,26.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,PHILIPS,China,High Frequency,"36W, 830 lamp",Alto Linear,AS/NZS 4782.1:2004,1206.0,36.0,83.0,88.9617486338798,3256.0,36.6,85.8469945355191,3142.0,36.6,"Australia,New Zealand",114976,Approved,2023-06-14,,Class 3,Unavailable,http://www.philips.com.au/,,FD-36-E-G13-26/1200,26.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,PHILIPS,China,High Frequency,"36W, 840 lamp",Alto Linear,AS/NZS 4782.1:2004,1206.0,36.0,83.0,88.9617486338798,3256.0,36.6,85.8469945355191,3142.0,36.6,"Australia,New Zealand",114976,Approved,2023-06-14,,Class 3,Unavailable,http://www.philips.com.au/,,FD-36-E-G13-26/1200,26.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,PHILIPS,China,High Frequency,"36W, 865 lamp",Alto Linear,AS/NZS 4782.1:2004,1206.0,36.0,83.0,88.9617486338798,3256.0,36.6,85.8469945355191,3142.0,36.6,"Australia,New Zealand",114976,Approved,2023-06-14,,Class 3,Unavailable,http://www.philips.com.au/,,FD-36-E-G13-26/1200,26.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,PHILIPS,China,High Frequency,Alto Linear,Alto Linear,AS/NZS 4782.1:2004,1206.0,36.0,83.0,88.9617486338798,3256.0,36.6,85.8469945355191,3142.0,36.6,"Australia,New Zealand",114976,Approved,2023-06-14,,Class 3,Unavailable,http://www.philips.com.au/,,FD-36-E-G13-26/1200,26.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,GE,China,High Frequency,61068,FT5/21W/840/GE,AS/NZS 4782.1:2004,849.0,21.0,81.0,90.8292682926829,1862.0,20.5,77.9227053140097,1613.0,20.7,"Australia,New Zealand",115389,Approved,2023-07-10,,Class 2,Available,,,FDH-21-L/P-G5-16/850,16.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,GE,China,High Frequency,61093,FT5/21W/840/GE,AS/NZS 4782.1:2004,849.0,21.0,81.0,90.8292682926829,1862.0,20.5,77.9227053140097,1613.0,20.7,"Australia,New Zealand",115389,Approved,2023-07-10,,Class 2,Available,,,FDH-21-L/P-G5-16/850,16.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,GE,China,High Frequency,F21W/840/LL,FT5/21W/840/GE,AS/NZS 4782.1:2004,849.0,21.0,81.0,90.8292682926829,1862.0,20.5,77.9227053140097,1613.0,20.7,"Australia,New Zealand",115389,Approved,2023-07-10,,Class 2,Available,,,FDH-21-L/P-G5-16/850,16.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,GE,China,High Frequency,FT5/21W/840/GE,FT5/21W/840/GE,AS/NZS 4782.1:2004,849.0,21.0,81.0,90.8292682926829,1862.0,20.5,77.9227053140097,1613.0,20.7,"Australia,New Zealand",115389,Approved,2023-07-10,,Class 2,Available,,,FDH-21-L/P-G5-16/850,16.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,GE,China,High Frequency,61094,FT5/21W/865/GE,AS/NZS 4782.1:2004,849.0,21.0,85.0,84.4607843137255,1723.0,20.4,71.3526570048309,1477.0,20.7,"Australia,New Zealand",115391,Approved,2023-07-19,,Class 2,Available,,,FDH-21-L/P-G5-16/850,16.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,GE,China,High Frequency,F21W/865/LL,FT5/21W/865/GE,AS/NZS 4782.1:2004,849.0,21.0,85.0,84.4607843137255,1723.0,20.4,71.3526570048309,1477.0,20.7,"Australia,New Zealand",115391,Approved,2023-07-19,,Class 2,Available,,,FDH-21-L/P-G5-16/850,16.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,GE,China,High Frequency,FT5/21W/865/GE,FT5/21W/865/GE,AS/NZS 4782.1:2004,849.0,21.0,85.0,84.4607843137255,1723.0,20.4,71.3526570048309,1477.0,20.7,"Australia,New Zealand",115391,Approved,2023-07-19,,Class 2,Available,,,FDH-21-L/P-G5-16/850,16.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,GE,China,High Frequency,61069,FT5/28W/830/GE,AS/NZS 4782.1:2004,1149.0,28.0,83.0,93.705035971223,2605.0,27.8,86.6666666666667,2418.0,27.9,"Australia,New Zealand",115397,Approved,2023-07-10,,Class 2,Available,,,FDH-28-L/P-G5-16/1150,16.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,GE,China,High Frequency,61096,FT5/28W/830/GE,AS/NZS 4782.1:2004,1149.0,28.0,83.0,93.705035971223,2605.0,27.8,86.6666666666667,2418.0,27.9,"Australia,New Zealand",115397,Approved,2023-07-10,,Class 2,Available,,,FDH-28-L/P-G5-16/1150,16.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,GE,China,High Frequency,F28W/830/LL,FT5/28W/830/GE,AS/NZS 4782.1:2004,1149.0,28.0,83.0,93.705035971223,2605.0,27.8,86.6666666666667,2418.0,27.9,"Australia,New Zealand",115397,Approved,2023-07-10,,Class 2,Available,,,FDH-28-L/P-G5-16/1150,16.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,GE,China,High Frequency,FT5/28W/830/GE,FT5/28W/830/GE,AS/NZS 4782.1:2004,1149.0,28.0,83.0,93.705035971223,2605.0,27.8,86.6666666666667,2418.0,27.9,"Australia,New Zealand",115397,Approved,2023-07-10,,Class 2,Available,,,FDH-28-L/P-G5-16/1150,16.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,GE,China,High Frequency,61100,FT5/35W/830/GE,AS/NZS 4782.1:2004,1449.0,35.0,83.0,116.474820143885,3238.0,27.8,86.9117647058823,2955.0,34.0,"Australia,New Zealand",115398,Approved,2023-07-12,,Class 4,Available,,,FDH-35-L/P-G5-16/1450,16.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,GE,China,High Frequency,F35W/830/LL,FT5/35W/830/GE,AS/NZS 4782.1:2004,1449.0,35.0,83.0,116.474820143885,3238.0,27.8,86.9117647058823,2955.0,34.0,"Australia,New Zealand",115398,Approved,2023-07-12,,Class 4,Available,,,FDH-35-L/P-G5-16/1450,16.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,GE,China,High Frequency,FT5/35W/830/GE,FT5/35W/830/GE,AS/NZS 4782.1:2004,1449.0,35.0,83.0,116.474820143885,3238.0,27.8,86.9117647058823,2955.0,34.0,"Australia,New Zealand",115398,Approved,2023-07-12,,Class 4,Available,,,FDH-35-L/P-G5-16/1450,16.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,GE,China,High Frequency,61110,FT5/54W/830/GE,AS/NZS 4782.1:2004,1149.0,54.0,83.0,85.1660516605166,4616.0,54.2,73.646408839779,3999.0,54.3,"Australia,New Zealand",115406,Approved,2023-07-10,,Class 2,Available,,,FDH-54-L/P-G5-16/1150,16.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,GE,China,High Frequency,F54W/830/LL,FT5/54W/830/GE,AS/NZS 4782.1:2004,1149.0,54.0,83.0,85.1660516605166,4616.0,54.2,73.646408839779,3999.0,54.3,"Australia,New Zealand",115406,Approved,2023-07-10,,Class 2,Available,,,FDH-54-L/P-G5-16/1150,16.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,GE,China,High Frequency,FT5/54W/830/GE,FT5/54W/830/GE,AS/NZS 4782.1:2004,1149.0,54.0,83.0,85.1660516605166,4616.0,54.2,73.646408839779,3999.0,54.3,"Australia,New Zealand",115406,Approved,2023-07-10,,Class 2,Available,,,FDH-54-L/P-G5-16/1150,16.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,GE,China,High Frequency,61083,FT5/54W/840/GE,AS/NZS 4782.1:2004,1149.0,54.0,83.0,82.3062730627306,4461.0,54.2,71.1439114391144,3856.0,54.2,"Australia,New Zealand",115416,Approved,2023-07-12,,Class 2,Available,,,FDH-54-L/P-G5-16/1150,16.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,GE,China,High Frequency,61111,FT5/54W/840/GE,AS/NZS 4782.1:2004,1149.0,54.0,83.0,82.3062730627306,4461.0,54.2,71.1439114391144,3856.0,54.2,"Australia,New Zealand",115416,Approved,2023-07-12,,Class 2,Available,,,FDH-54-L/P-G5-16/1150,16.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,GE,China,High Frequency,F54W/840/LL,FT5/54W/840/GE,AS/NZS 4782.1:2004,1149.0,54.0,83.0,82.3062730627306,4461.0,54.2,71.1439114391144,3856.0,54.2,"Australia,New Zealand",115416,Approved,2023-07-12,,Class 2,Available,,,FDH-54-L/P-G5-16/1150,16.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,GE,China,High Frequency,FT5/54W/840/GE,FT5/54W/840/GE,AS/NZS 4782.1:2004,1149.0,54.0,83.0,82.3062730627306,4461.0,54.2,71.1439114391144,3856.0,54.2,"Australia,New Zealand",115416,Approved,2023-07-12,,Class 2,Available,,,FDH-54-L/P-G5-16/1150,16.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,CROMPTON,China,50Hz,F18W,F18W,AS/NZS 4782.1:2004,600.0,18.0,84.0,73.4463276836158,1300.0,17.7,59.2222222222222,1066.0,18.0,"Australia,New Zealand",115536,Approved,2023-07-17,,Class 1,Available,,http://crompton.com.au,FD-18-E-G13-26/600,26.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,CROMPTON,China,50Hz,F18W830,F18W,AS/NZS 4782.1:2004,600.0,18.0,84.0,73.4463276836158,1300.0,17.7,59.2222222222222,1066.0,18.0,"Australia,New Zealand",115536,Approved,2023-07-17,,Class 1,Available,,http://crompton.com.au,FD-18-E-G13-26/600,26.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,CROMPTON,China,50Hz,F18W840,F18W,AS/NZS 4782.1:2004,600.0,18.0,84.0,73.4463276836158,1300.0,17.7,59.2222222222222,1066.0,18.0,"Australia,New Zealand",115536,Approved,2023-07-17,,Class 1,Available,,http://crompton.com.au,FD-18-E-G13-26/600,26.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,CROMPTON,China,50Hz,F18W850,F18W,AS/NZS 4782.1:2004,600.0,18.0,84.0,73.4463276836158,1300.0,17.7,59.2222222222222,1066.0,18.0,"Australia,New Zealand",115536,Approved,2023-07-17,,Class 1,Available,,http://crompton.com.au,FD-18-E-G13-26/600,26.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,CROMPTON,China,50Hz,F18W860,F18W,AS/NZS 4782.1:2004,600.0,18.0,84.0,73.4463276836158,1300.0,17.7,59.2222222222222,1066.0,18.0,"Australia,New Zealand",115536,Approved,2023-07-17,,Class 1,Available,,http://crompton.com.au,FD-18-E-G13-26/600,26.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,CROMPTON,China,50Hz,F58W,F58W,AS/NZS 4782.1:2004,1500.0,58.0,82.0,93.1034482758621,5400.0,58.0,120.0,4428.0,36.9,"Australia,New Zealand",115537,Approved,2023-07-18,,Class 4,Available,,http://crompton.com.au,FD-58-E-G13-26/1500,26.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,CROMPTON,China,50Hz,F58W830,F58W,AS/NZS 4782.1:2004,1500.0,58.0,82.0,93.1034482758621,5400.0,58.0,120.0,4428.0,36.9,"Australia,New Zealand",115537,Approved,2023-07-18,,Class 4,Available,,http://crompton.com.au,FD-58-E-G13-26/1500,26.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,CROMPTON,China,50Hz,F58W840,F58W,AS/NZS 4782.1:2004,1500.0,58.0,82.0,93.1034482758621,5400.0,58.0,120.0,4428.0,36.9,"Australia,New Zealand",115537,Approved,2023-07-18,,Class 4,Available,,http://crompton.com.au,FD-58-E-G13-26/1500,26.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,CROMPTON,China,50Hz,F58W850,F58W,AS/NZS 4782.1:2004,1500.0,58.0,82.0,93.1034482758621,5400.0,58.0,120.0,4428.0,36.9,"Australia,New Zealand",115537,Approved,2023-07-18,,Class 4,Available,,http://crompton.com.au,FD-58-E-G13-26/1500,26.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,CROMPTON,China,50Hz,F58W860,F58W,AS/NZS 4782.1:2004,1500.0,58.0,82.0,93.1034482758621,5400.0,58.0,120.0,4428.0,36.9,"Australia,New Zealand",115537,Approved,2023-07-18,,Class 4,Available,,http://crompton.com.au,FD-58-E-G13-26/1500,26.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,Sylvania,Germany,High Frequency,FHE T5 28W/840,FHE T5 28W/840,AS/NZS 4782.1:2004,1163.2,28.0,80.0,97.534833869239,2730.0,27.99,83.2438238453276,2325.0,27.93,"Australia,Fiji,New Zealand",115708,Approved,2023-07-31,,Class 3,Available,http://www.havells-sylvania.com/,,FDH-28-L/P-G5-16/1150,16.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,Sylvania,Germany,High Frequency,T5 FHE Luxline Plus 28W 3000K 200766,FHE T5 28W/840,AS/NZS 4782.1:2004,1163.2,28.0,80.0,97.534833869239,2730.0,27.99,83.2438238453276,2325.0,27.93,"Australia,Fiji,New Zealand",115708,Approved,2023-07-31,,Class 3,Available,http://www.havells-sylvania.com/,,FDH-28-L/P-G5-16/1150,16.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,Sylvania,Germany,High Frequency,T5 FHE Luxline Plus 28W 4000K 200767,FHE T5 28W/840,AS/NZS 4782.1:2004,1163.2,28.0,80.0,97.534833869239,2730.0,27.99,83.2438238453276,2325.0,27.93,"Australia,Fiji,New Zealand",115708,Approved,2023-07-31,,Class 3,Available,http://www.havells-sylvania.com/,,FDH-28-L/P-G5-16/1150,16.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,Sylvania,Germany,High Frequency,T5 FHE Luxline Plus 28W 6500K 200768,FHE T5 28W/840,AS/NZS 4782.1:2004,1163.2,28.0,80.0,97.534833869239,2730.0,27.99,83.2438238453276,2325.0,27.93,"Australia,Fiji,New Zealand",115708,Approved,2023-07-31,,Class 3,Available,http://www.havells-sylvania.com/,,FDH-28-L/P-G5-16/1150,16.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,Deta,China,50Hz,FT18,,AS/NZS 4782.1:2004,600.0,18.0,82.585,77.3728723404255,1454.61,18.8,71.9160525472605,1346.7,18.726,"Australia,New Zealand",117823,Approved,2023-11-26,,Class 1,Available,http://en.chlighting.com/,http://www.detaelectrical.com.au/,FD-18-E-G13-26/600,26.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,Deta,China,50Hz,FT36,,AS/NZS 4782.1:2004,1200.0,36.0,83.22,93.3315436241611,3476.6,37.25,86.6693635382956,3213.7,37.08,"Australia,New Zealand",117836,Approved,2023-11-27,,Class 3,Available,http://en.chlighting.com/,http://www.detaelectrical.com.au/,FD-36-E-G13-26/1200,26.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,Deta,China,50Hz,FT28,,AS/NZS 4782.1:2004,1150.0,28.0,83.3,81.1955793703952,2424.5,29.86,70.8330522765599,2100.2,29.65,"Australia,New Zealand",117880,Approved,2023-11-30,,Class 3,Available,https://huatengelectrical.en.alibaba.com/,http://www.detaelectrical.com.au/,FDH-28-L/P-G5-16/1150,16.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,MERCATOR,China,High Frequency,MERCATOR T5 28W,,AS/NZS 4782.1:2004,1149.0,28.0,82.3,94.5715303759131,2654.15,28.065,87.7691892863563,2441.3,27.815,"Australia,Fiji,New Zealand",117900,Approved,2023-12-04,,Class 2,Available,,http://www.merc.com.au,FDH-28-L/P-G5-16/1150,16.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,MERCATOR,China,High Frequency,MERCATOR T5 21W,,AS/NZS 4782.1:2004,849.0,21.0,81.3,90.6193208990913,1894.85,20.91,84.2013972536738,1747.6,20.755,"Australia,Fiji,New Zealand",117901,Approved,2023-12-04,,Class 2,Available,,http://www.merc.com.au,FDH-21-L/P-G5-16/850,16.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,OSRAM,China,High Frequency,Lumilux HE 28W/830 LL,Lumilux HE Longlife 28W,AS/NZS 4782.1:2004,1149.0,28.0,84.0,92.8571428571429,2600.0,28.0,78.9285714285714,2210.0,28.0,"Australia,New Zealand",118141,Approved,2023-12-20,,Class 2,Available,http://www.ledvance.com.au,http://www.ledvance.com.au,FDH-28-L/P-G5-16/1150,16.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,OSRAM,China,High Frequency,Lumilux HE 28W/840 LL,Lumilux HE Longlife 28W,AS/NZS 4782.1:2004,1149.0,28.0,84.0,92.8571428571429,2600.0,28.0,78.9285714285714,2210.0,28.0,"Australia,New Zealand",118141,Approved,2023-12-20,,Class 2,Available,http://www.ledvance.com.au,http://www.ledvance.com.au,FDH-28-L/P-G5-16/1150,16.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,OSRAM,China,High Frequency,Lumilux HE Longlife 28W,Lumilux HE Longlife 28W,AS/NZS 4782.1:2004,1149.0,28.0,84.0,92.8571428571429,2600.0,28.0,78.9285714285714,2210.0,28.0,"Australia,New Zealand",118141,Approved,2023-12-20,,Class 2,Available,http://www.ledvance.com.au,http://www.ledvance.com.au,FDH-28-L/P-G5-16/1150,16.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,OSRAM,China,High Frequency,Lumilux HE 21W 830 LL,Lumilux T5 HE Longlife 21W,,849.0,21.0,84.0,90.4761904761905,1900.0,21.0,76.9047619047619,1615.0,21.0,"Australia,New Zealand",118142,Approved,2023-12-20,,Class 2,Available,http://www.ledvance.com.au,http://www.ledvance.com.au,FDH-21-L/P-G5-16/850,16.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,OSRAM,China,High Frequency,Lumilux HE 21W 840 LL,Lumilux T5 HE Longlife 21W,,849.0,21.0,84.0,90.4761904761905,1900.0,21.0,76.9047619047619,1615.0,21.0,"Australia,New Zealand",118142,Approved,2023-12-20,,Class 2,Available,http://www.ledvance.com.au,http://www.ledvance.com.au,FDH-21-L/P-G5-16/850,16.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,OSRAM,China,High Frequency,Lumilux T5 HE Longlife 21W,Lumilux T5 HE Longlife 21W,,849.0,21.0,84.0,90.4761904761905,1900.0,21.0,76.9047619047619,1615.0,21.0,"Australia,New Zealand",118142,Approved,2023-12-20,,Class 2,Available,http://www.ledvance.com.au,http://www.ledvance.com.au,FDH-21-L/P-G5-16/850,16.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,PHILIPS,China,50Hz,TL-D 58W/840 Alto,,,1500.0,58.0,82.0,88.7931034482759,5150.0,58.0,88.7931034482759,5150.0,58.0,Australia,120425,Approved,2024-04-12,,Class 4,Available,http://www.philips.com.au/,,FD-58-E-G13-26/1500,28.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,PHILIPS,China,50Hz,927981284036 TL-D 30W/840 1SL/25,,,894.6,30.0,82.0,80.0,2400.0,30.0,76.8,2304.0,30.0,Australia,120429,Approved,2024-04-10,,Class 2,Available,http://www.philips.com.au/,,FD-30-E-G13-26/900,28.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,GE,"China,Hungary",50Hz,FT8/18W/830,,AS/NZS 4782.1:2004,600.0,18.0,83.9,73.9010989010989,1345.0,18.2,65.7721796276013,1201.0,18.26,"Australia,New Zealand",128856,Approved,2025-05-26,,Class 1,Unavailable,,,FD-18-E-G13-26/600,26.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,GE,"China,Hungary",50Hz,FT8/18W/840,,AS/NZS 4782.1:2004,600.0,18.0,81.6,79.5054945054945,1447.0,18.2,65.7721796276013,1201.0,18.26,"Australia,New Zealand",128863,Approved,2025-05-26,,Class 1,Unavailable,,,FD-18-E-G13-26/600,26.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,GE,"China,Hungary",50Hz,FT8/18W/865,,AS/NZS 4782.1:2004,600.0,18.0,82.9,73.4806629834254,1330.0,18.1,64.1643835616438,1171.0,18.25,"Australia,New Zealand",128864,Approved,2025-05-26,,Class 1,Unavailable,,,FD-18-E-G13-26/600,26.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,GE,"China,Hungary",50Hz,FT8/36W/830,,AS/NZS 4782.1:2004,1200.0,36.0,84.2,90.8918918918919,3363.0,37.0,77.654986522911,2881.0,37.1,"Australia,New Zealand",128881,Approved,2025-05-26,,Class 3,Unavailable,,,FD-36-E-G13-26/1200,26.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,GE,"China,Hungary",50Hz,FT8/36W/840,,AS/NZS 4782.1:2004,1200.0,36.0,83.5,89.7554347826087,3303.0,36.8,77.654986522911,2881.0,37.1,"Australia,New Zealand",128884,Approved,2025-05-26,,Class 3,Available,,,FD-36-E-G13-26/1200,26.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,GE,"China,Hungary",50Hz,FT8/36W/865,,AS/NZS 4782.1:2004,1200.0,36.0,82.6,87.0924279170035,3232.0,37.11,77.3866666666667,2902.0,37.5,"Australia,New Zealand",128888,Approved,2025-05-14,,Class 3,Available,,,FD-36-E-G13-26/1200,26.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,GE,"China,Hungary",50Hz,FT8/58W/830,,AS/NZS 4782.1:2004,1500.0,58.0,82.8,88.2885906040268,5262.0,59.6,79.485903814262,4793.0,60.3,"Australia,New Zealand",128899,Approved,2025-05-14,,Class 4,Unavailable,,,FD-58-E-G13-26/1500,26.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,GE,"China,Hungary",50Hz,FT8/58W/840,,AS/NZS 4782.1:2004,1500.0,58.0,81.9,93.3665008291874,5630.0,60.3,79.485903814262,4793.0,60.3,"Australia,New Zealand",128902,Approved,2025-05-14,,Class 4,Available,,,FD-58-E-G13-26/1500,26.0
Greenhouse and Energy Minimum Standards (Double-capped fluorescent lamps) Determination 2017,GE,"China,Hungary",50Hz,FT8/58W/865,,AS/NZS 4782.1:2004,1500.0,58.0,82.5,86.8775235531629,5164.0,59.44,76.4725568942436,4570.0,59.76,"Australia,New Zealand",128904,Approved,2025-05-14,,Class 4,Available,,,FD-58-E-G13-26/1500,26.0
