ApplStandard,Brand,Country,In_Voltage,Model No,Family Name,model_comply,N-Standard,network_voltage,Out_Voltage,Output,powersupply,Sold_in,Submit_ID,SubmitStatus,SWERType,tested_PE,ExpDate,GrandDate,Product Class,Transformer Type,Availability Status,Product Website,Representative Brand URL
AS/NZS 2374.1.2:2003/Amdt 1:2005,ABB,New Zealand,11000.0,X030NHW3F,,,AS 2374.1,11kV,415.0,30.0,Three Phase,New Zealand,16494,Approved,False,98.58,,,Class 2,Oil Immersed,Unavailable,,
AS/NZS 2374.1.2:2003/Amdt 1:2005,ABB,New Zealand,11000.0,X050NHW3G,,,AS 2374.1,11kV,415.0,50.0,Three Phase,New Zealand,16573,Approved,False,98.78,,,Class 2,Oil Immersed,Unavailable,,
AS/NZS 2374.1.2:2003/Amdt 1:2005,ABB,New Zealand,11000.0,X075NHW3G,,,AS 2374.1,11kV,415.0,75.0,Three Phase,New Zealand,16576,Approved,False,98.85,,,Class 2,Oil Immersed,Unavailable,,
AS/NZS 2374.1.2:2003/Amdt 1:2005,ABB,New Zealand,11000.0,X100NHW3H,,,AS 2374.1,11kV,415.0,100.0,Three Phase,New Zealand,16578,Approved,False,98.98,,,Class 2,Oil Immersed,Unavailable,,
AS/NZS 2374.1.2:2003/Amdt 1:2005,ABB,New Zealand,11000.0,X150NHW3B,,,AS 2374.1,11kV,415.0,150.0,Three Phase,New Zealand,16579,Approved,False,99.08,,,Class 2,Oil Immersed,Unavailable,,
AS/NZS 2374.1.2:2003/Amdt 1:2005,ABB,New Zealand,11000.0,X200NHW3F,,,AS 2374.1,11kV,415.0,200.0,Three Phase,New Zealand,16580,Approved,False,99.16,,,Class 2,Oil Immersed,Unavailable,,
AS/NZS 2374.1.2:2003/Amdt 1:2005,ABB,New Zealand,11000.0,X300NHM3M,,,AS 2374.1,11kV,415.0,300.0,Three Phase,New Zealand,16591,Approved,False,99.16,,,Class 2,Oil Immersed,Unavailable,,
AS/NZS 2374.1.2:2003/Amdt 1:2005,ABB,New Zealand,11000.0,X500NHM3N,,,AS 2374.1,11kV,415.0,500.0,Three Phase,New Zealand,16592,Approved,False,99.23,,,Class 2,Oil Immersed,Unavailable,,
AS/NZS 2374.1.2:2003/Amdt 1:2005,ABB,New Zealand,11000.0,X750NHM3F,,,AS 2374.1,11kV,415.0,750.0,Three Phase,New Zealand,16593,Approved,False,99.28,,,Class 2,Oil Immersed,Unavailable,,
AS/NZS 2374.1.2:2003/Amdt 1:2005,ABB,New Zealand,11000.0,XK10NHM3F,,,AS 2374.1,11kV,415.0,1000.0,Three Phase,New Zealand,16594,Approved,False,99.31,,,Class 2,Oil Immersed,Unavailable,,
AS/NZS 2374.1.2:2003/Amdt 1:2005,ABB,New Zealand,11000.0,XK15NKM2A,,,AS 2374.1,11kV,415.0,1500.0,Three Phase,New Zealand,16883,Approved,False,99.37,,,Class 2,Oil Immersed,Unavailable,,
AS/NZS 2374.1.2:2003/Amdt 1:2005,ABB,New Zealand,11000.0,X015NGS3F,,,AS 2374.1,11kV,240.0,15.0,Single Phase,New Zealand,16884,Approved,False,98.57,,,Class 1,Oil Immersed,Unavailable,,
AS/NZS 2374.1.2:2003/Amdt 1:2005,ABB,New Zealand,11000.0,X030NGS3G,,,AS 2374.1,11kV,240.0,30.0,Single Phase,New Zealand,16885,Approved,False,98.9,,,Class 1,Oil Immersed,Unavailable,,
AS/NZS 2374.1.2:2003/Amdt 1:2005,ABB,New Zealand,11000.0,X050NGS3G,,,AS 2374.1,11kV,240.0,50.0,Single Phase,New Zealand,16886,Approved,False,98.91,,,Class 1,Oil Immersed,Unavailable,,
AS/NZS 2374.1.2:2003/Amdt 1:2005,ETEL,New Zealand,11000.0,D240,,,AS 2374.1,11kV,240.0,15.0,Single Phase,"Australia,New Zealand",16995,Approved,False,98.484,,,Class 1,Oil Immersed,Unavailable,,
AS/NZS 2374.1.2:2003/Amdt 1:2005,ABB,New Zealand,22000.0,X050PHW3C,,,AS 2374.1,22kV,415.0,50.0,Three Phase,New Zealand,17020,Approved,False,98.63,,,Class 2,Oil Immersed,Unavailable,,
AS/NZS 2374.1.2:2003/Amdt 1:2005,ABB,New Zealand,22000.0,X075PHW3B,,,AS 2374.1,22kV,415.0,75.0,Three Phase,New Zealand,17021,Approved,False,98.79,,,Class 2,Oil Immersed,Unavailable,,
AS/NZS 2374.1.2:2003/Amdt 1:2005,ABB,New Zealand,22000.0,X150PHW3A,,,AS 2374.1,22kV,415.0,150.0,Three Phase,New Zealand,17022,Approved,False,98.95,,,Class 2,Oil Immersed,Unavailable,,
AS/NZS 2374.1.2:2003/Amdt 1:2005,ABB,New Zealand,22000.0,X200PHM3B,,,AS 2374.1,22kV,415.0,200.0,Three Phase,New Zealand,17023,Approved,False,98.96,,,Class 2,Oil Immersed,Unavailable,,
AS/NZS 2374.1.2:2003/Amdt 1:2005,ABB,New Zealand,22000.0,X300PHM3B,,,AS 2374.1,22kV,415.0,300.0,Three Phase,New Zealand,17024,Approved,False,99.14,,,Class 2,Oil Immersed,Unavailable,,
AS/NZS 2374.1.2:2003/Amdt 1:2005,ABB,New Zealand,22000.0,X500PHM3A,,,AS 2374.1,22kV,415.0,500.0,Three Phase,New Zealand,17026,Approved,False,99.26,,,Class 2,Oil Immersed,Unavailable,,
AS/NZS 2374.1.2:2003/Amdt 1:2005,ABB,New Zealand,22000.0,XK10PHM3B,,,AS 2374.1,22kV,415.0,1000.0,Three Phase,New Zealand,17027,Approved,False,99.31,,,Class 2,Oil Immersed,Unavailable,,
AS/NZS 2374.1.2:2003/Amdt 1:2005,ABB,New Zealand,11000.0,XK20NHM3E,,,AS 2374.1,11kV,415.0,2000.0,Three Phase,New Zealand,17028,Approved,False,99.4,,,Class 2,Oil Immersed,Unavailable,,
AS/NZS 2374.1.2:2003/Amdt 1:2005,ETEL,New Zealand,11000.0,D241,,,AS 2374.1,11kV,240.0,30.0,Single Phase,"Australia,New Zealand",17175,Approved,False,98.741,,,Class 1,Oil Immersed,Unavailable,,
AS/NZS 2374.1.2:2003/Amdt 1:2005,ETEL,New Zealand,11000.0,D242,,,AS 2374.1,11kV,240.0,50.0,Single Phase,"Australia,New Zealand",17176,Approved,False,98.9,,,Class 1,Oil Immersed,Unavailable,,
AS/NZS 2374.1.2:2003/Amdt 1:2005,ETEL,New Zealand,11000.0,D206,,,AS 2374.1,11kV,415.0,30.0,Three Phase,"Australia,New Zealand",17177,Approved,False,98.325,,,Class 2,Oil Immersed,Unavailable,,
AS/NZS 2374.1.2:2003/Amdt 1:2005,ETEL,New Zealand,11000.0,D207,,,AS 2374.1,11kV,415.0,50.0,Three Phase,"Australia,New Zealand",17179,Approved,False,98.51,,,Class 2,Oil Immersed,Unavailable,,
AS/NZS 2374.1.2:2003/Amdt 1:2005,ETEL,New Zealand,11000.0,D208,,,AS 2374.1,11kV,415.0,75.0,Three Phase,"Australia,New Zealand",17180,Approved,False,98.666,,,Class 2,Oil Immersed,Unavailable,,
AS/NZS 2374.1.2:2003/Amdt 1:2005,ETEL,New Zealand,11000.0,D209,,,AS 2374.1,11kV,415.0,100.0,Three Phase,"Australia,New Zealand",17181,Approved,False,98.76,,,Class 2,Oil Immersed,Unavailable,,
AS/NZS 2374.1.2:2003/Amdt 1:2005,ETEL,New Zealand,11000.0,D210,,,AS 2374.1,11kV,415.0,150.0,Three Phase,"Australia,New Zealand",17182,Approved,False,98.85,,,Class 2,Oil Immersed,Unavailable,,
AS/NZS 2374.1.2:2003/Amdt 1:2005,ETEL,New Zealand,11000.0,D211,,,AS 2374.1,11kV,415.0,200.0,Three Phase,"Australia,New Zealand",17184,Approved,False,98.94,,,Class 2,Oil Immersed,Unavailable,,
AS/NZS 2374.1.2:2003/Amdt 1:2005,ETEL,New Zealand,11000.0,D212,,,AS 2374.1,11kV,415.0,300.0,Three Phase,"Australia,New Zealand",17185,Approved,False,99.027,,,Class 2,Oil Immersed,Unavailable,,
AS/NZS 2374.1.2:2003/Amdt 1:2005,ETEL,New Zealand,11000.0,D098,,,AS 2374.1,11kV,415.0,500.0,Three Phase,"Australia,New Zealand",17186,Approved,False,99.13,,,Class 2,Oil Immersed,Unavailable,,
AS/NZS 2374.1.2:2003/Amdt 1:2005,ETEL,New Zealand,11000.0,D214,,,AS 2374.1,11kV,415.0,750.0,Three Phase,"Australia,New Zealand",17187,Approved,False,99.21,,,Class 2,Oil Immersed,Unavailable,,
AS/NZS 2374.1.2:2003/Amdt 1:2005,ETEL,New Zealand,11000.0,D215,,,AS 2374.1,11kV,415.0,1000.0,Three Phase,"Australia,New Zealand",17188,Approved,False,99.27,,,Class 2,Oil Immersed,Unavailable,,
AS/NZS 2374.1.2:2003/Amdt 1:2005,ETEL,New Zealand,22000.0,D216,,,AS 2374.1,22kV,250.0,16.0,Single Phase,"Australia,New Zealand",17189,Approved,False,98.52,,,Class 1,Oil Immersed,Unavailable,,
AS/NZS 2374.1.2:2003/Amdt 1:2005,ETEL,New Zealand,22000.0,D217,,,AS 2374.1,22kV,250.0,25.0,Single Phase,"Australia,New Zealand",17190,Approved,False,98.7,,,Class 1,Oil Immersed,Unavailable,,
AS/NZS 2374.1.2:2003/Amdt 1:2005,ETEL,New Zealand,12700.0,D218,,,AS 2374.1,22kV,250.0,25.0,Single Phase,"Australia,New Zealand",17191,Approved,True,98.7,,,Class 1,Oil Immersed,Unavailable,,
AS/NZS 2374.1.2:2003/Amdt 1:2005,ETEL,New Zealand,22000.0,D242,,,AS 2374.1,22kV,250.0,50.0,Single Phase,"Australia,New Zealand",17192,Approved,False,98.9,,,Class 1,Oil Immersed,Unavailable,,
AS/NZS 2374.1.2:2003/Amdt 1:2005,ETEL,New Zealand,22000.0,D221,,,AS 2374.1,22kV,433.0,63.0,Three Phase,"Australia,New Zealand",17193,Approved,False,98.62,,,Class 2,Oil Immersed,Unavailable,,
AS/NZS 2374.1.2:2003/Amdt 1:2005,ETEL,New Zealand,22000.0,D222,,,AS 2374.1,22kV,433.0,100.0,Three Phase,"Australia,New Zealand",17194,Approved,False,98.76,,,Class 2,Oil Immersed,Unavailable,,
AS/NZS 2374.1.2:2003/Amdt 1:2005,ETEL,New Zealand,22000.0,D250,,,AS 2374.1,22kV,433.0,200.0,Three Phase,"Australia,New Zealand",17195,Approved,False,98.94,,,Class 2,Oil Immersed,Unavailable,,
AS/NZS 2374.1.2:2003/Amdt 1:2005,ETEL,New Zealand,22000.0,D232,,,AS 2374.1,22kV,433.0,315.0,Three Phase,"Australia,New Zealand",17279,Approved,False,99.04,,,Class 2,Oil Immersed,Unavailable,,
AS/NZS 2374.1.2:2003/Amdt 1:2005,ETEL,New Zealand,22000.0,D224,,,AS 2374.1,22kV,415.0,200.0,Three Phase,"Australia,New Zealand",17303,Approved,False,98.94,,,Class 2,Oil Immersed,Unavailable,,
AS/NZS 2374.1.2:2003/Amdt 1:2005,ETEL,New Zealand,11000.0,D243,,,AS 2374.1,11kV,415.0,15.0,Three Phase,"Australia,New Zealand",17751,Approved,False,98.19,,,Class 2,Oil Immersed,Unavailable,,
AS/NZS 2374.1.2:2003/Amdt 1:2005,ETEL,New Zealand,11000.0,D253,,,AS 2374.1,11kV,250.0,10.0,Single Phase,"Australia,New Zealand",17930,Approved,False,98.3,,,Class 1,Oil Immersed,Unavailable,,
AS/NZS 2374.1.2:2003/Amdt 1:2005,ETEL,New Zealand,12700.0,D252,,,AS 2374.1,22kV,250.0,10.0,Single Phase,"Australia,New Zealand",17931,Approved,True,98.3,,,Class 1,Oil Immersed,Unavailable,,
AS/NZS 2374.1.2:2003/Amdt 1:2005,ETEL,New Zealand,11000.0,D254,,,AS 2374.1,11kV,250.0,25.0,Single Phase,"Australia,New Zealand",17932,Approved,False,98.7,,,Class 1,Oil Immersed,Unavailable,,
AS/NZS 2374.1.2:2003/Amdt 1:2005,ETEL,New Zealand,11000.0,D255,,,AS 2374.1,11kV,250.0,50.0,Single Phase,"Australia,New Zealand",17933,Approved,False,98.9,,,Class 1,Oil Immersed,Unavailable,,
AS/NZS 2374.1.2:2003/Amdt 1:2005,ABB,New Zealand,11000.0,X050NGS3H,,,AS 2374.1,11kV,240.0,50.0,Single Phase,New Zealand,45474,Approved,False,99.0,,,Class 1,Oil Immersed,Unavailable,,http://www.abb.co.nz
AS/NZS 2374.1.2:2003/Amdt 1:2005,ABB,New Zealand,11000.0,XK15NHM3H,,,AS 2374.1,11kV,415.0,1500.0,Three Phase,New Zealand,45502,Approved,False,99.38,,,Class 2,Oil Immersed,Unavailable,,http://www.abb.co.nz
AS/NZS 2374.1.2:2003/Amdt 1:2005,ABB,Vietnam,11000.0,X150NHW3E,,True,AS 60076.1:2005,11kV,415.0,150.0,Three Phase,New Zealand,45503,Superseded,False,99.13,2117-10-02,2018-07-26,Class 5,Dry Type,Available,http://new.abb.com/vn,http://www.abb.co.nz
Greenhouse and Energy Minimum Standards (Power Transformers) Determination 2012,CCT,Thailand,11000.0,123525-19 (1500kVA 11-0.433kV ONAN),,False,AS 2374.1,11kV,433.0,1500.0,Three Phase,"Australia,New Zealand",56523,Approved,False,99.42,2023-03-05,,Class 2,Oil Immersed,Available,,http://Charoenchai Transformers
Greenhouse and Energy Minimum Standards (Power Transformers) Determination 2012,CCT,Thailand,11000.0,123525-22 (1500kVA 11-0.433kV KNAN),,False,AS 2374.1,11kV,433.0,1500.0,Three Phase,"Australia,New Zealand",56524,Approved,False,99.42,2023-03-05,,Class 2,Oil Immersed,Available,,http://Charoenchai Transformers
Greenhouse and Energy Minimum Standards (Power Transformers) Determination 2012,CCT,Thailand,11000.0,123509-11 (100kVA 11-0.415kV),,True,AS 2374.1,11kV,415.0,100.0,Three Phase,Australia,64090,Approved,False,99.0,2022-11-17,,Class 2,Oil Immersed,Available,,http://Charoenchai Transformers
Greenhouse and Energy Minimum Standards (Power Transformers) Determination 2012,CCT,Thailand,11000.0,123528-37 (2500kVA 11-0.42kV),,False,AS 2374.1,11kV,420.0,2500.0,Three Phase,"Australia,New Zealand",69800,Approved,False,99.4,2023-01-22,,Class 2,Oil Immersed,Available,,http://Charoenchai Transformers
Greenhouse and Energy Minimum Standards (Power Transformers) Determination 2012,WILSON,Australia,11000.0,2000 kva 11kv,MEPS,False,AS 2374.1,11kV,433.0,2000.0,Three Phase,"Australia,Fiji,New Zealand",97791,Approved,False,99.42,2021-04-17,,Class 2,Oil Immersed,Available,http://www.wtc.com.au/,http://www.wtc.com.au
Greenhouse and Energy Minimum Standards (Power Transformers) Determination 2012,WILSON,Australia,11000.0,2000 kva 22kv,MEPS,False,AS 2374.1,11kV,433.0,2000.0,Three Phase,"Australia,Fiji,New Zealand",97791,Approved,False,99.42,2021-04-17,,Class 2,Oil Immersed,Available,http://www.wtc.com.au/,http://www.wtc.com.au
Greenhouse and Energy Minimum Standards (Power Transformers) Determination 2012,WILSON,Australia,11000.0,MEPS,MEPS,False,AS 2374.1,11kV,433.0,2000.0,Three Phase,"Australia,Fiji,New Zealand",97791,Approved,False,99.42,2021-04-17,,Class 2,Oil Immersed,Available,http://www.wtc.com.au/,http://www.wtc.com.au
Greenhouse and Energy Minimum Standards (Power Transformers) Determination 2012,WILSON,Australia,22000.0,200 kva 11 kv,MEPS,True,AS 2374.1,22kV,433.0,200.0,Three Phase,"Australia,New Zealand",97793,Approved,False,99.11,2021-04-17,,Class 2,Oil Immersed,Available,http://www.wtc.com.au/,http://www.wtc.com.au
Greenhouse and Energy Minimum Standards (Power Transformers) Determination 2012,WILSON,Australia,22000.0,200 kva 22kv,MEPS,True,AS 2374.1,22kV,433.0,200.0,Three Phase,"Australia,New Zealand",97793,Approved,False,99.11,2021-04-17,,Class 2,Oil Immersed,Available,http://www.wtc.com.au/,http://www.wtc.com.au
Greenhouse and Energy Minimum Standards (Power Transformers) Determination 2012,WILSON,Australia,22000.0,MEPS,MEPS,True,AS 2374.1,22kV,433.0,200.0,Three Phase,"Australia,New Zealand",97793,Approved,False,99.11,2021-04-17,,Class 2,Oil Immersed,Available,http://www.wtc.com.au/,http://www.wtc.com.au
Greenhouse and Energy Minimum Standards (Power Transformers) Determination 2012,WILSON,Australia,11000.0,100 kva 11kv,MEPS,False,AS 2374.1,11kV,433.0,100.0,Three Phase,"Australia,New Zealand",97795,Approved,False,98.93,2021-04-17,,Class 2,Oil Immersed,Available,http://www.wtc.com.au/,http://www.wtc.com.au
Greenhouse and Energy Minimum Standards (Power Transformers) Determination 2012,WILSON,Australia,11000.0,100 kva 22kv,MEPS,False,AS 2374.1,11kV,433.0,100.0,Three Phase,"Australia,New Zealand",97795,Approved,False,98.93,2021-04-17,,Class 2,Oil Immersed,Available,http://www.wtc.com.au/,http://www.wtc.com.au
Greenhouse and Energy Minimum Standards (Power Transformers) Determination 2012,WILSON,Australia,11000.0,MEPS,MEPS,False,AS 2374.1,11kV,433.0,100.0,Three Phase,"Australia,New Zealand",97795,Approved,False,98.93,2021-04-17,,Class 2,Oil Immersed,Available,http://www.wtc.com.au/,http://www.wtc.com.au
Greenhouse and Energy Minimum Standards (Power Transformers) Determination 2012,WILSON,Australia,11000.0,315 kva 11kv,MEPS,True,AS 2374.1,11kV,433.0,315.0,Three Phase,"Australia,New Zealand",97796,Approved,False,99.22,2021-04-17,,Class 2,Oil Immersed,Available,http://www.wtc.com.au/,http://www.wtc.com.au
Greenhouse and Energy Minimum Standards (Power Transformers) Determination 2012,WILSON,Australia,11000.0,315 kva 22kv,MEPS,True,AS 2374.1,11kV,433.0,315.0,Three Phase,"Australia,New Zealand",97796,Approved,False,99.22,2021-04-17,,Class 2,Oil Immersed,Available,http://www.wtc.com.au/,http://www.wtc.com.au
Greenhouse and Energy Minimum Standards (Power Transformers) Determination 2012,WILSON,Australia,11000.0,MEPS,MEPS,True,AS 2374.1,11kV,433.0,315.0,Three Phase,"Australia,New Zealand",97796,Approved,False,99.22,2021-04-17,,Class 2,Oil Immersed,Available,http://www.wtc.com.au/,http://www.wtc.com.au
Greenhouse and Energy Minimum Standards (Power Transformers) Determination 2012,WILSON,Australia,11000.0,500 kva 11kv,MEPS,True,AS 2374.1,11kV,433.0,500.0,Three Phase,"Australia,New Zealand",97797,Approved,False,99.3,2021-04-17,,Class 2,Oil Immersed,Available,http://www.wtc.com.au/,http://www.wtc.com.au
Greenhouse and Energy Minimum Standards (Power Transformers) Determination 2012,WILSON,Australia,11000.0,500 kva 22kv,MEPS,True,AS 2374.1,11kV,433.0,500.0,Three Phase,"Australia,New Zealand",97797,Approved,False,99.3,2021-04-17,,Class 2,Oil Immersed,Available,http://www.wtc.com.au/,http://www.wtc.com.au
Greenhouse and Energy Minimum Standards (Power Transformers) Determination 2012,WILSON,Australia,11000.0,MEPS,MEPS,True,AS 2374.1,11kV,433.0,500.0,Three Phase,"Australia,New Zealand",97797,Approved,False,99.3,2021-04-17,,Class 2,Oil Immersed,Available,http://www.wtc.com.au/,http://www.wtc.com.au
Greenhouse and Energy Minimum Standards (Power Transformers) Determination 2012,WILSON,Australia,11000.0,750 kva 11kv,MEPS,False,AS 2374.1,11kV,433.0,750.0,Three Phase,"Australia,New Zealand",97798,Approved,False,99.43,2021-04-17,,Class 2,Oil Immersed,Available,http://www.wtc.com.au/,http://www.wtc.com.au
Greenhouse and Energy Minimum Standards (Power Transformers) Determination 2012,WILSON,Australia,11000.0,750 kva 22kv,MEPS,False,AS 2374.1,11kV,433.0,750.0,Three Phase,"Australia,New Zealand",97798,Approved,False,99.43,2021-04-17,,Class 2,Oil Immersed,Available,http://www.wtc.com.au/,http://www.wtc.com.au
Greenhouse and Energy Minimum Standards (Power Transformers) Determination 2012,WILSON,Australia,11000.0,MEPS,MEPS,False,AS 2374.1,11kV,433.0,750.0,Three Phase,"Australia,New Zealand",97798,Approved,False,99.43,2021-04-17,,Class 2,Oil Immersed,Available,http://www.wtc.com.au/,http://www.wtc.com.au
Greenhouse and Energy Minimum Standards (Power Transformers) Determination 2012,WILSON,Australia,11000.0,1000 kva 11kv,MEPS,False,AS 2374.1,11kV,433.0,1000.0,Three Phase,"Australia,New Zealand",97799,Approved,False,99.38,2021-04-17,,Class 2,Oil Immersed,Available,http://www.wtc.com.au/,http://www.wtc.com.au
Greenhouse and Energy Minimum Standards (Power Transformers) Determination 2012,WILSON,Australia,11000.0,1000 kva 22kv,MEPS,False,AS 2374.1,11kV,433.0,1000.0,Three Phase,"Australia,New Zealand",97799,Approved,False,99.38,2021-04-17,,Class 2,Oil Immersed,Available,http://www.wtc.com.au/,http://www.wtc.com.au
Greenhouse and Energy Minimum Standards (Power Transformers) Determination 2012,WILSON,Australia,11000.0,MEPS,MEPS,False,AS 2374.1,11kV,433.0,1000.0,Three Phase,"Australia,New Zealand",97799,Approved,False,99.38,2021-04-17,,Class 2,Oil Immersed,Available,http://www.wtc.com.au/,http://www.wtc.com.au
Greenhouse and Energy Minimum Standards (Power Transformers) Determination 2012,WILSON,Australia,11000.0,1500 kva 11kv,MEPS,False,AS 2374.1,11kV,433.0,1500.0,Three Phase,"Australia,Fiji,New Zealand",97800,Approved,False,99.44,2021-04-17,,Class 2,Oil Immersed,Available,http://www.wtc.com.au/,http://www.wtc.com.au
Greenhouse and Energy Minimum Standards (Power Transformers) Determination 2012,WILSON,Australia,11000.0,1500 kva 22kv,MEPS,False,AS 2374.1,11kV,433.0,1500.0,Three Phase,"Australia,Fiji,New Zealand",97800,Approved,False,99.44,2021-04-17,,Class 2,Oil Immersed,Available,http://www.wtc.com.au/,http://www.wtc.com.au
Greenhouse and Energy Minimum Standards (Power Transformers) Determination 2012,WILSON,Australia,11000.0,MEPS,MEPS,False,AS 2374.1,11kV,433.0,1500.0,Three Phase,"Australia,Fiji,New Zealand",97800,Approved,False,99.44,2021-04-17,,Class 2,Oil Immersed,Available,http://www.wtc.com.au/,http://www.wtc.com.au
Greenhouse and Energy Minimum Standards (Power Transformers) Determination 2012,HC Trans,South Korea,22000.0,MP1500,,False,AS 2374.1,22kV,433.0,1500.0,Three Phase,"Australia,New Zealand",98058,Approved,False,99.4,2021-05-03,,Class 2,Oil Immersed,Available,http://www.hctr.co.kr/,http://www.hctr.co.kr/
Greenhouse and Energy Minimum Standards (Power Transformers) Determination 2012,TYREE,Australia,22000.0,25M2**,25M2**,False,AS 2374.1,22kV,500.0,25.0,Single Phase,"Australia,Fiji,New Zealand",98399,Approved,False,98.83,2021-06-06,,Class 1,Oil Immersed,Available,http://tyree.com.au/,http://www.tyree.com.au
Greenhouse and Energy Minimum Standards (Power Transformers) Determination 2012,TYREE,Australia,22000.0,25M2JE,25M2**,False,AS 2374.1,22kV,500.0,25.0,Single Phase,"Australia,Fiji,New Zealand",98399,Approved,False,98.83,2021-06-06,,Class 1,Oil Immersed,Available,http://tyree.com.au/,http://www.tyree.com.au
Greenhouse and Energy Minimum Standards (Power Transformers) Determination 2012,TYREE,Australia,22000.0,50M**,50M**,True,AS 2374.1,22kV,500.0,50.0,Single Phase,"Australia,Fiji,New Zealand",98405,Approved,False,99.09,2021-05-10,,Class 1,Oil Immersed,Available,http://tyree.com.au/,http://www.tyree.com.au
Greenhouse and Energy Minimum Standards (Power Transformers) Determination 2012,TYREE,Australia,22000.0,50MJE,50M**,True,AS 2374.1,22kV,500.0,50.0,Single Phase,"Australia,Fiji,New Zealand",98405,Approved,False,99.09,2021-05-10,,Class 1,Oil Immersed,Available,http://tyree.com.au/,http://www.tyree.com.au
